address;lon;lat;CnpjBase;CnpjSequencial;CnpjDv;NomeIf;Segmento;CodigoCompe;NomeAgencia;Endereco;Numero;Complemento;Bairro;Cep;MunicipioIbge;Municipio;UF;DataInicio;DDD;Telefone;Posicao;endereco_completo
Rua Afonso Braz 550, Moema, São Paulo, 04511-001;-46.6690400366993;-23.595280020309275;60701190;860;68;ITAÚ UNIBANCO S.A.;Banco Múltiplo;758.0;SAO PAULO/AFONSO BRAS;RUA AFONSO BRAS, 550;;;NOVA CONCEICAO;04511-001;3550308;SAO PAULO;SP;25/10/1977;11.0;30034828.0;28/12/2021;RUA AFONSO BRAS, 550, , NOVA CONCEICAO, 04511-001, SAO PAULO
Avenida Marechal Tito 734, São Miguel, São Paulo, 08010-090;-46.440920003895144;-23.493660005505035;60701190;862;20;ITAÚ UNIBANCO S.A.;Banco Múltiplo;763.0;S.PAULO/S.MIGUEL PAULISTA;AV. MAL. TITO, 734;;;S.MIGUEL PAULISTA;08010-090;3550308;SAO PAULO;SP;28/10/1977;11.0;30034828.0;28/12/2021;AV. MAL. TITO, 734, , S.MIGUEL PAULISTA, 08010-090, SAO PAULO
Avenida Vila Ema, São Lucas, São Paulo, 03281-000;-46.54840685960776;-23.583381419313376;60701190;825;85;ITAÚ UNIBANCO S.A.;Banco Múltiplo;761.0;SAO PAULO/VILA EMA;AV. VILA EMA,;;;VILA EMA;03281-000;3550308;SAO PAULO;SP;20/06/1977;11.0;30034828.0;28/12/2021;AV. VILA EMA,, , VILA EMA, 03281-000, SAO PAULO
Alameda Sargento Basílio Nogueira da Costa, Vila Maria, São Paulo, 02186-040;-46.56996354365696;-23.51524256419039;60701190;830;42;ITAÚ UNIBANCO S.A.;Banco Múltiplo;771.0;S.PAULO/PQUE.NOVO MUNDO;AL. PRIMEIRO SGTO.BASILIO NOGUEIRA COSTA;;;PARQUE NOVO MUNDO;02186-040;3550308;SAO PAULO;SP;08/07/1977;11.0;30034828.0;28/12/2021;AL. PRIMEIRO SGTO.BASILIO NOGUEIRA COSTA, , PARQUE NOVO MUNDO, 02186-040, SAO PAULO
Avenida Eng. Heitor Antônio Eiras Garcia 540, Rio Pequeno, São Paulo, 05588-000;-46.74107997992127;-23.57567001300663;60701190;854;10;ITAÚ UNIBANCO S.A.;Banco Múltiplo;786.0;SAO PAULO/JD.BONFIGLIOLI;AV. ENG. HEITOR A. EIRAS GARCIA 540;;;VILA GOMES;05588-010;3550308;SAO PAULO;SP;22/09/1977;11.0;30034828.0;28/12/2021;AV. ENG. HEITOR A. EIRAS GARCIA 540, , VILA GOMES, 05588-010, SAO PAULO
Avenida Vereador João de Luca, Cidade Ademar, São Paulo, 04381-000;-46.66859245417652;-23.65344021718162;60701190;857;62;ITAÚ UNIBANCO S.A.;Banco Múltiplo;767.0;SAO PAULO/JD.PRUDENCIA;AV.VEREADOR JOAO DE LUCA,;;;JARDIM PRUDENCIA;04381-000;3550308;SAO PAULO;SP;23/09/1977;11.0;30034828.0;28/12/2021;AV.VEREADOR JOAO DE LUCA,, , JARDIM PRUDENCIA, 04381-000, SAO PAULO
Avenida da Aclimação 651, Liberdade, São Paulo, 01531-000;-46.63301000680448;-23.572130000019513;60701190;871;10;ITAÚ UNIBANCO S.A.;Banco Múltiplo;775.0;SAO PAULO/ACLIMACAO;AV.ACLIMACAO - 651;;;ACLIMACAO;01531-001;3550308;SAO PAULO;SP;10/01/1978;11.0;30034828.0;28/12/2021;AV.ACLIMACAO - 651, , ACLIMACAO, 01531-001, SAO PAULO
Rua Augusta 2575, Jardim Paulista, São Paulo, 01413-100;-46.665909982596474;-23.56369001025506;60701190;898;30;ITAÚ UNIBANCO S.A.;Banco Múltiplo;845.0;SAO PAULO/JARDIM AMERICA;RUA AUGUSTA, 2575;;;CERQUEIRA CESAR;01413-100;3550308;SAO PAULO;SP;25/10/1950;11.0;30034828.0;28/12/2021;RUA AUGUSTA, 2575, , CERQUEIRA CESAR, 01413-100, SAO PAULO
Avenida Padre Arlindo Vieira, Sacomã, São Paulo, 04297-000;-46.60459743555756;-23.631774138744458;60701190;937;81;ITAÚ UNIBANCO S.A.;Banco Múltiplo;844.0;SAO PAULO/VILA DAS MERCES;AVENIDA PADRE ARLINDO VIEIRA, 1115;;;V.DAS MERCES;04297-000;3550308;SAO PAULO;SP;08/10/1964;11.0;30034828.0;28/12/2021;AVENIDA PADRE ARLINDO VIEIRA, 1115, , V.DAS MERCES, 04297-000, SAO PAULO
Avenida Cupecê, Cidade Ademar, São Paulo, 04366-000;-46.6698478740811;-23.654403814328532;60701190;939;43;ITAÚ UNIBANCO S.A.;Banco Múltiplo;846.0;SAO PAULO/AV. CUPECE;AV. CUPECE, 2795;;;JARDIM PRUDENCIA;04365-000;3550308;SAO PAULO;SP;12/03/1958;11.0;30034828.0;28/12/2021;AV. CUPECE, 2795, , JARDIM PRUDENCIA, 04365-000, SAO PAULO
Avenida Doutor Guilherme Dumont Vilares 1269, Vila Sônia, São Paulo, 05640-002;-46.740759958858035;-23.614620004601136;60701190;962;92;ITAÚ UNIBANCO S.A.;Banco Múltiplo;866.0;SAO PAULO/PORTAL MORUMBI;AV. DR. GUILHERME DUMONT VILARES, 1269;;LJ. 8A;JARDIM LONDRINA;05640-002;3550308;SAO PAULO;SP;26/07/1952;11.0;30034828.0;28/12/2021;AV. DR. GUILHERME DUMONT VILARES, 1269, , JARDIM LONDRINA, 05640-002, SAO PAULO
Rua Nélson Fernandes, Jabaquara, São Paulo, 04319-000;-46.636851640471164;-23.6474463143576;60701190;1001;50;ITAÚ UNIBANCO S.A.;Banco Múltiplo;885.0;SAO PAULO/CIDADE VARGAS;RUA NELSON FERNANDES;;;CIDADE VARGAS;04319-000;3550308;SAO PAULO;SP;07/01/1969;11.0;30034828.0;28/12/2021;RUA NELSON FERNANDES, , CIDADE VARGAS, 04319-000, SAO PAULO
Avenida Doutor Sylvio de Campos 228, Perus, São Paulo, 05204-000;-46.75616002956227;-23.40661000153358;60701190;1058;95;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1016.0;SAO PAULO/PERUS;AV. DR. SILVIO DE CAMPOS, 228;;;VILA PERUS;05204-000;3550308;SAO PAULO;SP;18/03/1983;11.0;30034828.0;28/12/2021;AV. DR. SILVIO DE CAMPOS, 228, , VILA PERUS, 05204-000, SAO PAULO
Avenida Marechal Tito 4, São Miguel, São Paulo, 08010-090;-46.44476314705322;-23.492178135975994;60701190;1071;62;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1192.0;SAO PAULO/ITAIM PAULISTA;AV. MARECHAL TITO, 4.555;;;S. M PAULISTA;08115-100;3550308;SAO PAULO;SP;15/03/1952;11.0;30034828.0;28/12/2021;AV. MARECHAL TITO, 4.555, , S. M PAULISTA, 08115-100, SAO PAULO
Rua Arizona 1467, Itaim Bibi, São Paulo, 04567-003;-46.69501002258389;-23.610190001134853;60701190;1078;39;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3748.0;PERSONNALITÉ BERRINI;RUA ARIZONA, 1467;;;CIDADE MONCOES;04567-003;3550308;SAO PAULO;SP;17/09/2001;11.0;30034828.0;28/12/2021;RUA ARIZONA, 1467, , CIDADE MONCOES, 04567-003, SAO PAULO
Avenida Antártica 42, Barra Funda, São Paulo, 01141-060;-46.66859001231779;-23.521670020893993;60701190;1035;7;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1012.0;SAO PAULO/EMISSARIO;AV. ANTARTICA, 42;;;BARRA FUNDA;01141-060;3550308;SAO PAULO;SP;12/05/1964;11.0;30034828.0;28/12/2021;AV. ANTARTICA, 42, , BARRA FUNDA, 01141-060, SAO PAULO
Avenida Doutor Gastão Vidigal, Vila Leopoldina, São Paulo, 05314-001;-46.73893731702632;-23.528788129683203;60701190;1041;47;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1011.0;SAO PAULO/CEAGESP;AV.  DR GASTAO VIDIGAL,;;;VILA LEOPOLDINA;05314-001;3550308;SAO PAULO;SP;14/11/1977;11.0;30034828.0;28/12/2021;AV.  DR GASTAO VIDIGAL,, , VILA LEOPOLDINA, 05314-001, SAO PAULO
Rua Itinguçu 69, Penha, São Paulo, 03658-010;-46.514150009729974;-23.5229499794184;60701190;1202;66;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1553.0;SAO PAULO/VILA GRANADA;RUA. ITINGUSSU, 69;;;VILA RE;03658-010;3550308;SAO PAULO;SP;02/12/1985;11.0;30034828.0;28/12/2021;RUA. ITINGUSSU, 69, , VILA RE, 03658-010, SAO PAULO
Avenida Engenheiro Armando Arruda Pereira 774, Jabaquara, São Paulo, 04342-120;-46.647024708354245;-23.630964194303555;60701190;1289;17;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1000.0;SAO PAULO/ESTAC.CONCEICAO;AV. ENG ARMANDO ARRUDA PEREIRA, 774;;;PQUE.JABAQUARA;08210-040;3550308;SAO PAULO;SP;17/03/1986;11.0;30034828.0;28/12/2021;AV. ENG ARMANDO ARRUDA PEREIRA, 774, , PQUE.JABAQUARA, 08210-040, SAO PAULO
Estrada de Itapecerica, Capão Redondo, São Paulo, 05858-001;-46.76542991156012;-23.658819959340065;60701190;1327;87;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1003.0;SAO PAULO/CAPAO REDONDO;ESTRADA DE ITAPECIRICA,;;;CAPÃO REDONDO;05858-001;3550308;SAO PAULO;SP;02/12/1985;11.0;30034828.0;28/12/2021;ESTRADA DE ITAPECIRICA,, , CAPÃO REDONDO, 05858-001, SAO PAULO
Avenida Imirim 1312, Santana, São Paulo, 02465-100;-46.646939975510776;-23.49372001993177;60701190;1380;41;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1574.0;SAO PAULO/IMIRIM;AV. IMIRIM, 1312;;;IMIRIM;02464-100;3550308;SAO PAULO;SP;06/04/1989;11.0;30034828.0;28/12/2021;AV. IMIRIM, 1312, , IMIRIM, 02464-100, SAO PAULO
Rua Domingos Sérgio dos Anjos 277, São Domingos, São Paulo, 05136-170;-46.7509199989731;-23.501160006737877;60746948;9707;40;BANCO BRADESCO S.A.;Banco Múltiplo;3929.0;AGÊNCIA NEXT IV  SÃO PAULO, SP.;RUA DOMINGOS SERGIO DOS ANJOS;277;1 ANDAR, SALA 4;JARDIM SANTO ELIAS;05136-170;3550308;SAO PAULO;SP;20/12/2019;11.0;39093539.0;28/12/2021;RUA DOMINGOS SERGIO DOS ANJOS, 277, JARDIM SANTO ELIAS, 05136-170, SAO PAULO
Avenida Washington Luís 2731, Santo Amaro, São Paulo, 04662-003;-46.68053003339122;-23.65258998407637;60701190;1420;73;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1571.0;SAO PAULO/JD.MARAJOARA;AV. WASHINGTON LUIZ, 2731;;;SANTO AMARO;04662-003;3550308;SAO PAULO;SP;18/11/1991;11.0;30034828.0;28/12/2021;AV. WASHINGTON LUIZ, 2731, , SANTO AMARO, 04662-003, SAO PAULO
Rua Heitor Penteado 1, Alto de Pinheiros, São Paulo, 05437-000;-46.697195007807764;-23.54088797698149;60701190;1427;40;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2925.0;SP/BAIRRO SUMAREZINHO;RUA HEITOR PENTEADO,1.393;;;SUMAREZINHO;05437-001;3550308;SAO PAULO;SP;10/02/1992;11.0;30034828.0;28/12/2021;RUA HEITOR PENTEADO,1.393, , SUMAREZINHO, 05437-001, SAO PAULO
Avenida Sapopemba 2923, Água Rasa, São Paulo, 03345-000;-46.560972715276726;-23.572857295761263;60701190;1502;54;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1393.0;SAO PAULO/VILA DIVA;AV. SAPOPEMBA, 2923;;;VILA DIVA;03345-001;3550308;SAO PAULO;SP;01/06/1993;11.0;30034828.0;28/12/2021;AV. SAPOPEMBA, 2923, , VILA DIVA, 03345-001, SAO PAULO
Rua Américo Brasiliense 1687, Santo Amaro, São Paulo, 04715-005;-46.70296000628869;-23.63101001997991;60701190;1518;11;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1608.0;S.PAULO/CHAC.STO.ANTONIO;AV.AMERICO BRASILIENSE, 1687;;;CH. SANTO ANTONIO;04715-003;3550308;SAO PAULO;SP;09/11/1993;11.0;30034828.0;28/12/2021;AV.AMERICO BRASILIENSE, 1687, , CH. SANTO ANTONIO, 04715-003, SAO PAULO
Avenida Corifeu de Azevedo Marques 5945, Rio Pequeno, São Paulo, 05339-005;-46.75755997503063;-23.552079984709664;60701190;1519;0;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1624.0;SAO PAULO/BAIRRO JAGUARE;AV. CORIFEU DE AZEVEDO MARQUES, 5945;;;VILA LAJEADO;05339-005;3550308;SAO PAULO;SP;17/11/1993;11.0;30034828.0;28/12/2021;AV. CORIFEU DE AZEVEDO MARQUES, 5945, , VILA LAJEADO, 05339-005, SAO PAULO
Avenida Brigadeiro Luís Antônio 900, Bela Vista, São Paulo, 01317-001;-46.64117004100288;-23.557659985291608;360305;240;46;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;240.0;BELA VISTA, SP;AVENIDA BRIGADEIRO LUIS ANTONIO, NUM 900;;;BELA VISTA;01318-001;3550308;SAO PAULO;SP;09/04/1958;11.0;35211250.0;28/12/2021;AVENIDA BRIGADEIRO LUIS ANTONIO, NUM 900, , BELA VISTA, 01318-001, SAO PAULO
Avenida do Rio Pequeno 957, Rio Pequeno, São Paulo, 05379-000;-46.75466884917532;-23.56690651153237;60701190;1556;47;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1663.0;SAO PAULO/AV.RIO PEQUENO;AVENIDA DO RIO PEQUENO, 957;;;RIO PEQUENO;05379-000;3550308;SAO PAULO;SP;01/02/1995;11.0;30034828.0;28/12/2021;AVENIDA DO RIO PEQUENO, 957, , RIO PEQUENO, 05379-000, SAO PAULO
Largo Primeiro de Maio, Ermelino Matarazzo, São Paulo, 03806-000;-46.47915976950295;-23.489538873805028;60701190;1559;90;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1665.0;SP/ERMELINO MATARAZZO;PRACA 1º DE MAIO,;;;ERMELINO MATARAZZO;03806-080;3550308;SAO PAULO;SP;05/04/1995;11.0;30034828.0;28/12/2021;PRACA 1º DE MAIO,, , ERMELINO MATARAZZO, 03806-080, SAO PAULO
Rua Engenheiro Antônio Jovino 220, Vila Andrade, São Paulo, 05727-220;-46.7365400058853;-23.628919992423107;60701190;1561;4;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1661.0;SP/GIOVANNI GRONCHI;RUA ENGENHEIRO ANTONIO JOVINO, 220;;;VILA ANDRADE;05727-220;3550308;SAO PAULO;SP;10/05/1995;11.0;30034828.0;28/12/2021;RUA ENGENHEIRO ANTONIO JOVINO, 220, , VILA ANDRADE, 05727-220, SAO PAULO
Avenida Atlântica, Socorro, São Paulo, 04772-005;-46.71494491245363;-23.702164959955105;60701190;1574;29;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1684.0;S.PAULO/BAIRRO VELEIROS;AVENIDA ATLANTICA;;;INTERLAGOS;04772-005;3550308;SAO PAULO;SP;28/02/1996;11.0;30034828.0;28/12/2021;AVENIDA ATLANTICA, , INTERLAGOS, 04772-005, SAO PAULO
Avenida Indianópolis 2360, Saúde, São Paulo, 04062-002;-46.648279990371435;-23.61869997979082;60701190;1576;90;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1685.0;S.PAULO/PLANALTO PAULISTA;AV. INDIANOPOLIS, 2360;;;INDIANOPOLIS;04062-002;3550308;SAO PAULO;SP;06/03/1996;11.0;30034828.0;28/12/2021;AV. INDIANOPOLIS, 2360, , INDIANOPOLIS, 04062-002, SAO PAULO
Estrada do Campo Limpo 3949, Campo Limpo, São Paulo, 05787-000;-46.768287015582295;-23.62870254251119;60701190;1577;71;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1634.0;SAO PAULO/CAMPO LIMPO;ESTRADA DO CAMPO LIMPO, 3949;;;PIRAJUSSARA;05787-000;3550308;SAO PAULO;SP;06/05/1996;11.0;30034828.0;28/12/2021;ESTRADA DO CAMPO LIMPO, 3949, , PIRAJUSSARA, 05787-000, SAO PAULO
Praça Lourenço de Bellis 88, Vila Medeiros, São Paulo, 02138-000;-46.57415001959268;-23.489169987612016;60701190;1590;49;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2922.0;SP/VILA SABRINA;PRACA LOURENCO DE BELLIS, 88;;;VILA SABRINA;02138-000;3550308;SAO PAULO;SP;29/11/1996;11.0;30034828.0;28/12/2021;PRACA LOURENCO DE BELLIS, 88, , VILA SABRINA, 02138-000, SAO PAULO
Estrada do M Boi Mirim 923, Jardim São Luís, São Paulo, 04904;-46.74163997487241;-23.6720399808474;60701190;1595;53;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1667.0;SP/M BOI MIRIM;ESTRADA DO M BOI MIRIM, 923;;;JD. DAS FLORES;04905-020;3550308;SAO PAULO;SP;28/10/1996;11.0;30034828.0;28/12/2021;ESTRADA DO M BOI MIRIM, 923, , JD. DAS FLORES, 04905-020, SAO PAULO
Avenida Rangel Pestana, Brás, São Paulo, 03002-000;-46.62592779518629;-23.547749263368733;60701190;1597;15;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1666.0;SP/LARGO DA CONCORDIA;AVENIDA RANGEL PESTANA, 2.296;;;BRAS;03002-000;3550308;SAO PAULO;SP;18/11/1996;11.0;30034828.0;28/12/2021;AVENIDA RANGEL PESTANA, 2.296, , BRAS, 03002-000, SAO PAULO
Rua Elisa Silveira, Saúde, São Paulo, 04152-000;-46.62880768994125;-23.622525739449635;60701190;1598;4;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1662.0;SP/AV. RICARDO JAFET;RUA ELISA SILVEIRA;;;V STO STEFANO;04152-000;3550308;SAO PAULO;SP;18/12/1996;11.0;30034828.0;28/12/2021;RUA ELISA SILVEIRA, , V STO STEFANO, 04152-000, SAO PAULO
Avenida Pedroso de Morais, Pinheiros, São Paulo, 05419-001;-46.69385208362285;-23.56085719187845;60701190;1602;17;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2926.0;SP/AV. PEDROSO DE MORAES;AVENIDA PEDROSO DE MORAES,;;;PINHEIROS;05419-001;3550308;SAO PAULO;SP;17/01/1997;11.0;30034828.0;28/12/2021;AVENIDA PEDROSO DE MORAES,, , PINHEIROS, 05419-001, SAO PAULO
Avenida Pacaembu 1947, Consolação, São Paulo, 01234-001;-46.66514999543557;-23.543010011102538;60701190;1603;6;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2944.0;SP/CHARLES MILLER;AVENIDA PACAEMBU, 1947;;;PACAEMBU;01234-001;3550308;SAO PAULO;SP;20/01/1997;11.0;30034828.0;28/12/2021;AVENIDA PACAEMBU, 1947, , PACAEMBU, 01234-001, SAO PAULO
Avenida dos Bandeirantes 1856, Itaim Bibi, São Paulo, 04553-002;-46.67896001910742;-23.606460012312255;60701190;1568;80;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1681.0;SAO PAULO/AV.BANDEIRANTES;AVENIDA DOS BANDEIRANTES, 1856;;;VILA OLIMPIA;04553-002;3550308;SAO PAULO;SP;24/10/1995;11.0;30034828.0;28/12/2021;AVENIDA DOS BANDEIRANTES, 1856, , VILA OLIMPIA, 04553-002, SAO PAULO
Largo São José do Belém 160, Belém, São Paulo, 03057-040;-46.594747837720455;-23.541276807031526;360305;241;27;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;241.0;BELENZINHO, SP;LARGO SAO JOSE DO BELEM, NUM 160;;;BELENZINHO;03057-040;3550308;SAO PAULO;SP;01/09/1958;11.0;34759750.0;28/12/2021;LARGO SAO JOSE DO BELEM, NUM 160, , BELENZINHO, 03057-040, SAO PAULO
Rua Tutóia 286, Moema, São Paulo, 04007-001;-46.651387013663495;-23.57370169461356;60701190;1644;76;ITAÚ UNIBANCO S.A.;Banco Múltiplo;4073.0;SP/NOVA TUTÓIA;RUA TUTOIA, 286;;;VILA MARIANA;04007-001;3550308;SAO PAULO;SP;15/03/1999;11.0;30034828.0;28/12/2021;RUA TUTOIA, 286, , VILA MARIANA, 04007-001, SAO PAULO
Avenida Engenheiro Caetano Álvares 5255, Mandaqui, São Paulo, 02413-100;-46.63796999800857;-23.485019981621306;60701190;1661;77;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2969.0;SP/AV.ENG.CAETANO ALVARES;AV. ENGENHEIRO CAETANO ALVARES, 5255;;;IMIRIM;02413-100;3550308;SAO PAULO;SP;03/05/1999;11.0;30034828.0;28/12/2021;AV. ENGENHEIRO CAETANO ALVARES, 5255, , IMIRIM, 02413-100, SAO PAULO
Avenida dos Bandeirantes 585, Itaim Bibi, São Paulo, 04553-010;-46.68720999112688;-23.59812999311748;90400888;1785;53;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4251.0;SP-VILA OLIMPIA;AV DOS BANDEIRANTES;0585;;VILA OLIMPIA;04553-010;3550308;SAO PAULO;SP;30/04/2009;11.0;304688200.0;28/12/2021;AV DOS BANDEIRANTES, 0585, VILA OLIMPIA, 04553-010, SAO PAULO
Rua Helion Póvoa 81, Itaim Bibi, São Paulo, 04546-080;-46.67470000063753;-23.598389999753977;60701190;1631;51;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2937.0;SAO PAULO/HELIO PELEGRINO;RUA HELION POVOA, 81;;;VILA OLIMPIA;04546-080;3550308;SAO PAULO;SP;04/12/1998;11.0;30034828.0;28/12/2021;RUA HELION POVOA, 81, , VILA OLIMPIA, 04546-080, SAO PAULO
Rua Henrique Bernardeli 140, Santana, São Paulo, 02013-010;-46.62831999670169;-23.503759989283864;60701190;1671;49;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3744.0;PERSONNALITE BRAZ LEME;RUA HENRIQUE BERNARDELLI, 140;;;SANTANA;02013-010;3550308;SAO PAULO;SP;30/04/1999;11.0;30034828.0;28/12/2021;RUA HENRIQUE BERNARDELLI, 140, , SANTANA, 02013-010, SAO PAULO
Avenida Ibirapuera 2, Vila Mariana, São Paulo, 04028-000;-46.64900177812604;-23.589673720509175;60701190;1677;34;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3755.0;PERSONNALITE MOEMA;AV. IBIRAPUERA, 2.102;;;MIRANDOPOLIS;04028-001;3550308;SAO PAULO;SP;30/04/1999;11.0;30034828.0;28/12/2021;AV. IBIRAPUERA, 2.102, , MIRANDOPOLIS, 04028-001, SAO PAULO
Rua Boa Vista 176, Sé, São Paulo, 01014-001;-46.633379984010645;-23.54601999444236;60701190;1681;10;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3740.0;PERSONNALITE CENTRO;RUA BOA VISTA, 176;;TÉRREO;CENTRO;01014-000;3550308;SAO PAULO;SP;30/04/1999;11.0;30034828.0;28/12/2021;RUA BOA VISTA, 176, , CENTRO, 01014-000, SAO PAULO
Avenida Paulista, Bela Vista, São Paulo, 01310-100;-46.652535996807494;-23.564656340114265;60701190;1683;82;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3741.0;PERSONNALITE PAULISTA;AVENIDA PAULISTA, 1.318;;;BELA VISTA;01310-100;3550308;SAO PAULO;SP;30/04/1999;11.0;30034828.0;28/12/2021;AVENIDA PAULISTA, 1.318, , BELA VISTA, 01310-100, SAO PAULO
Avenida Professor Fonseca Rodrigues 65, Alto de Pinheiros, São Paulo, 05461-010;-46.710180010045974;-23.553079987668;60701190;1686;25;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3757.0;PERSONNALITÉ PRAÇA PAN;AV. PROFESSOR FONSECA RODRIGUES, 65;;;ALTO DE PINHEIROS;05461-010;3550308;SAO PAULO;SP;30/04/1999;11.0;30034828.0;28/12/2021;AV. PROFESSOR FONSECA RODRIGUES, 65, , ALTO DE PINHEIROS, 05461-010, SAO PAULO
Rua Itapeva 260, Bela Vista, São Paulo, 01332-000;-46.65188999225009;-23.55885000599494;60701190;1705;22;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2946.0;SP/RUA ITAPEVA;RUA ITAPEVA, 260;;;BELA VISTA;01332-000;3550308;SAO PAULO;SP;14/06/1999;11.0;30034828.0;28/12/2021;RUA ITAPEVA, 260, , BELA VISTA, 01332-000, SAO PAULO
Rua Clélia 650, Lapa, São Paulo, 05042-000;-46.68854003152276;-23.524979992548467;60701190;1768;6;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3095.0;SP/VILA ROMANA;RUA CLELIA, 650;;;VILA ROMANA;05042-000;3550308;SAO PAULO;SP;29/11/1999;11.0;30034828.0;28/12/2021;RUA CLELIA, 650, , VILA ROMANA, 05042-000, SAO PAULO
Avenida Doutor Arnaldo 2197, Perdizes, São Paulo, 01255-000;-46.68208001492641;-23.545770004180156;60701190;1857;16;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3170.0;SAO PAULO/DR. ARNALDO;AV. DR. ARNALDO, 2197;;;SUMARE;01255-000;3550308;SAO PAULO;SP;05/06/2000;11.0;30034828.0;28/12/2021;AV. DR. ARNALDO, 2197, , SUMARE, 01255-000, SAO PAULO
Largo da Concórdia 211, Brás, São Paulo, 03012-010;-46.61746068076023;-23.54187872584142;360305;242;8;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;242.0;BRAS, SP;LARGO DA CONCORDIA, NUM 211;;;BRAS;03012-010;3550308;SAO PAULO;SP;01/09/1920;11.0;26629500.0;28/12/2021;LARGO DA CONCORDIA, NUM 211, , BRAS, 03012-010, SAO PAULO
Avenida Nazaré, Ipiranga, São Paulo, 04263-100;-46.60997993154916;-23.59498996454989;60701190;1833;49;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3160.0;SAO PAULO/AV. NAZARE;AV. NAZARE,;;;IPIRANGA;04263-100;3550308;SAO PAULO;SP;10/04/2000;11.0;30034828.0;28/12/2021;AV. NAZARE,, , IPIRANGA, 04263-100, SAO PAULO
Rua Olimpíadas 272, Itaim Bibi, São Paulo, 04551-000;-46.68612000843794;-23.595599999463005;60701190;1835;0;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3130.0;SAO PAULO/VILA FUNCHAL;RUA OLIMPÍADAS, 272;;;VILA OLÍMPIA;04551-000;3550308;SAO PAULO;SP;17/04/2000;11.0;30034828.0;28/12/2021;RUA OLIMPÍADAS, 272, , VILA OLÍMPIA, 04551-000, SAO PAULO
Avenida Morumbi 6901, Morumbi, São Paulo, 05650-002;-46.70375997512775;-23.617440012105476;60701190;1915;20;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3006.0;SP/PONTE MORUMBI;AV. MORUMBI, 6901;;;MORUMBI;05650-002;3550308;SAO PAULO;SP;28/12/2001;11.0;30034828.0;28/12/2021;AV. MORUMBI, 6901, , MORUMBI, 05650-002, SAO PAULO
Avenida Paulista 1450, Bela Vista, São Paulo, 01310-100;-46.65516002413591;-23.5623499953944;73622748;2;80;B&T CORRETORA DE CAMBIO LTDA.;Sociedade Corretora de Câmbio;;SAO PAULO;AVENIDA PAULISTA;1450;4º ANDAR;BELA VISTA;01310-000;3550308;SAO PAULO;SP;18/04/1994;11.0;25047700.0;28/12/2021;AVENIDA PAULISTA, 1450, BELA VISTA, 01310-000, SAO PAULO
Rua Clímaco Barbosa 116, Cambuci, São Paulo, 01523-000;-46.61926997202414;-23.5637299919332;360305;243;99;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;243.0;CAMBUCI, SP;RUA CLIMACO BARBOSA, NUM 116;;;CAMBUCI;01523-000;3550308;SAO PAULO;SP;08/09/1960;11.0;32998600.0;28/12/2021;RUA CLIMACO BARBOSA, NUM 116, , CAMBUCI, 01523-000, SAO PAULO
