"CnpjBase","CnpjSequencial","CnpjDv","NomeIf","Segmento","CodigoCompe","NomeAgencia","Endereco","Numero","Complemento","Bairro","Cep","MunicipioIbge","Municipio","UF","DataInicio","DDD","Telefone","Posicao"
30306294,16,21,"BANCO BTG PACTUAL S.A.","Banco Múltiplo","00030","BAAS","AVENIDA BRIGADEIRO FARIA LIMA","3064","12º ANDAR","ITAIM BIBI","01425-010",3550308,"SAO PAULO","SP","07/08/2020","11","3383","28/12/2021"
58160789,120,53,"BANCO SAFRA S.A.","Banco Múltiplo","00140","TATUAPE","RUA CANTAGALO, CONJS. 501 A 505 BLOCO A","","LOJAS 1, 2, 3, 4 E 5 DO PAVIMENTO TÉRREO","VILA GOMES CARDIM","03319-000",3550308,"SAO PAULO","SP","28/03/1994","11","20956150","28/12/2021"
58160789,200,72,"BANCO SAFRA S.A.","Banco Múltiplo","00282","DIGITAL","AVENIDA PAULISTA","1450","17º AND CONJ.175 - COND. CETENCO PLAZA TORRE NORTE","BELA VISTA","01310-930",3550308,"SAO PAULO","SP","03/12/2019","11","31757575","28/12/2021"
90400888,775,28,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","02073","ANTILHAS-SP-SP","RUA AUGUSTA","129","LJ / SLJ","CERQUEIRA CESAR","01413-100",3550308,"SAO PAULO","SP","31/08/2006","11","30626366","28/12/2021"
11703662,1,44,"TRAVELEX BANCO DE CÂMBIO S.A.","Banco de Câmbio","null","MATRIZ","AV ENG. LUIZ CARLOS BERRINI","","5º ANDAR - CONJS 51 E 52 - EDIFÍCIO BERRINI ONE","CIDADE MONÇÕES","04571-010",3550308,"SAO PAULO","SP","01/03/2016","11","36141100","28/12/2021"
69720910,1,45,"CCB BRASIL ARRENDAMENTO MERCANTIL S/A","Sociedade de Arrendamento Mercantil","null","MATRIZ","AVENIDA BRIGADEIRO FARIA LIMA","3064","2º ANDAR, SALA 6","ITAIM BIBI","04538-132",3550308,"SAO PAULO","SP","02/10/2018","null","null","28/12/2021"
52937216,1,81,"BEXS CORRETORA DE CÂMBIO S/A","Sociedade Corretora de Câmbio","null","MATRIZ","AVENIDA DAS NAÇÕES UNIDAS","14401","11 ANDAR","BROOKLIN PAULISTA","04578-901",3550308,"SAO PAULO","SP","20/08/1996","11","27125300","28/12/2021"
90400888,1600,0,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","04341","001-4341 SP-AV.PENHA DE FRANCA","R DR JOAO RIBEIRO","","","PENHA DE FRANCA","03634-010",3550308,"SAO PAULO","SP","30/04/2009","null","8","28/12/2021"
90400888,807,40,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","02270","001 2270 PRIVATE","AV P JUSC. KUBITSCHEK","","7ANDAR","ITAIM BIBI","04543-011",3550308,"SAO PAULO","SP","31/08/2006","11","35535027","28/12/2021"
90400888,2555,66,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","00987","001 0987 PARI I","PCA EDUARDO RUDGE","","","PARI","03028-010",3550308,"SAO PAULO","SP","30/12/2010","11","26121500","28/12/2021"
90400888,1422,81,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","04728","001 4728 URB-SP-IMIRIM","AVENIDA IMIRIM","1421","1128","IMIRIM","02465-100",3550308,"SAO PAULO","SP","30/04/2009","11","30112900","28/12/2021"
90400888,887,24,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","00243","VINTE QUATRO DE MAIO","AV IPIRANGA","","7º ANDAR","REPUBLICA","01040-000",3550308,"SAO PAULO","SP","31/08/2006","11","33527250","28/12/2021"
90400888,806,69,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","02199","PCA PANAMERICANA-SP-SP","AV PEDROSO DE MORAIS","1201","","PINHEIROS","05420-003",3550308,"SAO PAULO","SP","31/08/2006","11","30245151","28/12/2021"
24074692,1,80,"GUITTA CORRETORA DE CAMBIO LTDA.","Sociedade Corretora de Câmbio","null","MATRIZ","RUA LIBERO BADARO,","","6 AND CJ A / B","CENTRO","01009-000",3550308,"SAO PAULO","SP","03/10/1988","11","31163500","28/12/2021"
63062749,1,83,"FATOR S.A. - CORRETORA DE VALORES","Sociedade Corretora de TVM","null","MATRIZ","RUA DOUTOR EDUARDO DE SOUZA ARANHA","","5º ANDAR - CONJUNTOS 51 E 52","VILA NOVA CONCEIÇÃO","04543-121",3550308,"SAO PAULO","SP","09/02/1971","11","30499400","28/12/2021"
1788147,1,50,"H.COMMCOR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.","Sociedade Distribuidora de TVM","null","MATRIZ","RUA JOAQUIM FLORIANO, Nº 960","","14º ANDAR, CONJUNTOS 141 E 142","ITAIM BIBI","04534-004",3550308,"SAO PAULO","SP","30/03/2009","11","21272741","28/12/2021"
23903068,1,86,"BANCO KOMATSU DO BRASIL S.A.","Banco Múltiplo","00001","MATRIZ","AVENIDA MANUEL BANDEIRA","291","BLOCO D - CONJ 11 - COND ATLAS OFFICE PARK","VILA LEOPOLDINA","05317-020",3550308,"SAO PAULO","SP","25/04/2016","null","null","28/12/2021"
62144175,1,20,"BANCO PINE S.A.","Banco Múltiplo","00001","MATRIZ","AV. PRES. JUS. KUBITSCHEK, SL 44,54 E 64","","4º, 5º E 6º AND. -BLOCO 4- CONDOMÍNIO ED. SÃO LUIZ","VILA NOVA CONCEIÇÃO","04543-000",3550308,"SAO PAULO","SP","17/09/1991","11","33725200","28/12/2021"
58160789,176,8,"BANCO SAFRA S.A.","Banco Múltiplo","00198","JK","AV. PRES. JUSCELINO KUBITSCHEK, LOJA,","","SOBRELOJA, 15º, 16º ANDAR,SALAS 151,152/161 E 162","VILA NOVA CONCEIÇÃO","04543-011",3550308,"SAO PAULO","SP","22/03/2011","11","32172502","28/12/2021"
90400888,2952,74,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","01821","001 1821 SELECT AV PAULISTA SP","AV PAULISTA","2064","TERRO","BELA VISTA","01310-100",3550308,"SAO PAULO","SP","05/12/2016","11","31493650","28/12/2021"
90400888,833,31,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","00204","001 0204 PAMPLONA II","AV PAULISTA","2028","6 ANDAR","BELA VISTA","01311-926",3550308,"SAO PAULO","SP","31/08/2006","11","30165377","28/12/2021"
62375134,1,44,"BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS","Sociedade Distribuidora de TVM","null","MATRIZ","AV PAULISTA","","6 ANDAR","CERQUEIRA CESAR","01310-917",3550308,"SAO PAULO","SP","13/02/2002","null","null","28/12/2021"
90400888,2873,36,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","01696","001 1696 SELECT FARIA LIMA SP","AV BRIG FARIA LIMA","3144","6ANDAR","JD PAULISTANO","01452-000",3550308,"SAO PAULO","SP","05/12/2016","11","30382700","28/12/2021"
69720894,1,90,"CCB BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedade Distribuidora de TVM","null","MATRIZ","AVENIDA BRIGADEIRO FARIA LIMA","2018","2º ANDAR","ITAIM BIBI","04538-132",3550308,"SAO PAULO","SP","05/10/2015","null","null","28/12/2021"
2332886,11,78,"XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A","Sociedade Corretora de TVM","00002","CLEAR CORRETORA","AVENIDA PRESIDENTE JUSCELINO KUBITSCHECK","","TORRE SUL, 25º AO 30º ANDARES","VILA NOVA CONCEIÇÃO","04543-907",3550308,"SAO PAULO","SP","07/10/2008","11","35261300","28/12/2021"
90400888,1440,63,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","04631","001 4631 AV EDUARDO COTCHING-SP I","AV DR EDUARDO COTCHING","","","VILA FORMOSA","03356-001",3550308,"SAO PAULO","SP","30/04/2009","11","20757900","28/12/2021"
60746948,6667,57,"BANCO BRADESCO S.A.","Banco Múltiplo","06935","PRIME DIGITAL PAULISTA, SP","AV PAULISTA","2028","11º ANDAR","BELA VISTA","01310-100",3550308,"SAO PAULO","SP","08/08/2018","11","21784615","28/12/2021"
33709114,1,64,"CITIGROUP GLOBAL MARKETS BRASIL, CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedade Corretora de TVM","null","MATRIZ","AV PAULISTA","","14 ANDAR (PARTE)","BELA VISTA","01311-920",3550308,"SAO PAULO","SP","10/08/1990","null","null","28/12/2021"
30306294,19,74,"BANCO BTG PACTUAL S.A.","Banco Múltiplo","00099","GEMINI","AV. BRIGADEIRO FARIA LIMA","3900","9º ANDAR","ITAIM BIBI","00000-000",3550308,"SAO PAULO","SP","17/11/2020","11","33832000","28/12/2021"
30306294,18,93,"BANCO BTG PACTUAL S.A.","Banco Múltiplo","00055","AQUICARD","AV. BRIGADEIRO FARIA LIMA","001384","9º ANDAR","ITAIM BIBI","00000-000",3550308,"SAO PAULO","SP","17/11/2020","11","33832000","28/12/2021"
61855045,34,9,"BRADESCO S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS","Sociedade Corretora de TVM","null","FARIA LIMA","AVENIDA BRIGADEIRO FARIA LIMA","2018","PAVIMENTO TÉRREO","JARDIM PAULISTANO","01452-000",3550308,"SAO PAULO","SP","23/05/2016","11","36846046","28/12/2021"
90400888,1384,11,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","03820","001 3820 N SRA CANDELARIA-CAP-SP I","R ARARITAGUABA","","","VILA MARIA","02122-011",3550308,"SAO PAULO","SP","30/04/2009","11","26322750","28/12/2021"
34254279,1,51,"NEXOOS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.","Sociedade de Empréstimo entre Pessoas","null","MATRIZ","RUA CLAUDIO SOARES 72","","CONJS 1305 A 1310 - EDIFICIO AHEAD","PINHEIROS","05422-030",3550308,"SAO PAULO","SP","22/08/2019","11","49495929","28/12/2021"
2819125,1,73,"UBS BRASIL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedade Corretora de TVM","null","MATRIZ","AVENIDA BRIGADEIRO FARIA LIMA,","","7º ANDAR - PARTE","ITAIM BIBI","04538-132",3550308,"SAO PAULO","SP","27/10/2000","11","45047290","28/12/2021"
33479023,81,64,"BANCO CITIBANK S.A.","Banco Múltiplo","00074","MOOCA","PRAÇA SÍLVIO ROMERO","","68, PARTE","TATUAPÉ","03323-000",3550308,"SAO PAULO","SP","24/01/2000","null","40093000","28/12/2021"
61088183,1,33,"BANCO MIZUHO DO BRASIL S.A.","Banco Múltiplo","00001","MATRIZ","AV PRES JUSCELINO KUBITSCHEK","0360","TORRE E - 7ANDAR","VILA OLIMPIA","04543-011",3550308,"SAO PAULO","SP","25/05/1911","11","55049844","28/12/2021"
60746948,2859,58,"BANCO BRADESCO S.A.","Banco Múltiplo","02677","NAPOLEAO DE BARROS-HOSP.S.PAULO,URB.SAO PAULO, SP","RUA BORGES LAGOA","","","VILA CLEMENTINO","04038-031",3550308,"SAO PAULO","SP","21/10/1996","11","55793466","28/12/2021"
90400888,638,10,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","02070","001 2070 AV. IBIRAPUERA-SP CAPITAL","AVENIDA IBIRAPUERA","3103","ESCRITÓRIO Nº 51, BLOCO I <U+0096> TORRE IBIRAPUERA I,","INDIANÓPOLIS","04028-001",3550308,"SAO PAULO","SP","31/08/2006","11","30545677","28/12/2021"
60746948,8376,67,"BANCO BRADESCO S.A.","Banco Múltiplo","01233","AGÊNCIA DIGITAL - SP","AVENIDA BRIGADEIRO FARIA LIMA","3320","2º ANDAR","JARDIM PAULISTANO","01451-000",3550308,"SAO PAULO","SP","30/09/2015","11","21785084","28/12/2021"
60701190,4960,45,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","08645","PERSONNALITÉ FL 1800","AVENIDA BRIGADEIRO FARIA LIMA","2613","LOJA","JARDIM PAULISTANO","01451-001",3550308,"SAO PAULO","SP","28/05/2018","11","30034828","28/12/2021"
60701190,4816,9,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","05300","ITAU BBA SP MATRIZ","AVENIDA BRIGADEIRO FARIA LIMA","2018","1 2 3 PARTE E 4 E 5 ANDARES","ITAIM BIBI","04538-132",3550308,"SAO PAULO","SP","31/01/2014","11","30034828","28/12/2021"
60746948,8554,87,"BANCO BRADESCO S.A.","Banco Múltiplo","07828","NOVA BERRINI - URB. SãO PAULO, SP","AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI","921","ESQ COM RUA FURNAS","CIDADE MONÇÕES","04571-010",3550308,"SAO PAULO","SP","10/10/2016","null","null","28/12/2021"
30172491,1,19,"BANCO HYUNDAI CAPITAL BRASIL S.A.","Banco Múltiplo","00001","MATRIZ","AVENIDA DAS NAÇÕES UNIDAS","14401","24º ANDAR","VILA GERTRUDES","04794-000",3550308,"SAO PAULO","SP","21/02/2019","11","35535450","28/12/2021"
39544456,1,58,"NU DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.","Sociedade Distribuidora de TVM","null","MATRIZ","RUA CAPOTE VALENTE, 120","","PARTE","PINHEIROS","05409-000",3550308,"SAO PAULO","SP","23/12/2020","11","41183021","28/12/2021"
40353377,2,20,"FOURTRADE CORRETORA DE CÂMBIO LTDA.","Sociedade Corretora de Câmbio","null","SAO PAULO","RUA CONSOLAÇÃO","","CONJUNTO 112 - 11.ANDAR","CONSOLAÇÃO","01302-904",3550308,"SAO PAULO","SP","13/12/1993","11","21444700","28/12/2021"
60701190,722,70,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00617","SAO PAULO/TUCURUVI","AV. MAZZEI,173","","","VILA MAZEI","02310-000",3550308,"SAO PAULO","SP","17/05/1976","11","30034828","28/12/2021"
90400888,736,11,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","00118","JABAQUARA-SP-SP","AV JABAQUARA 1219","","","JABAQUARA","04045-002",3550308,"SAO PAULO","SP","31/08/2006","11","55911566","28/12/2021"
90400888,1631,6,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","04755","001 4755 AV REBOUCAS-SP II","AVENIDA REBOUCAS","","","PINHEIROS","05401-300",3550308,"SAO PAULO","SP","30/04/2009","11","30606800","28/12/2021"
90400888,2534,31,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","00988","001 0988 MONTEIRO DE MELO CAP SP","PCA PROF JOSE AZEVEDO ANTUNES","","","LAPA","05072-050",3550308,"SAO PAULO","SP","29/10/2010","11","36434200","28/12/2021"
48795256,1,69,"BANCO ANDBANK (BRASIL) S.A.","Banco Múltiplo","00018","MATRIZ","AVENIDA BRIGADEIRO FARIA LIMA","3064","9º ANDAR","JARDIM PAULISTANO","00000-000",3550308,"SAO PAULO","SP","05/07/2010","11","30957070","28/12/2021"
62090873,1,90,"STONEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.","Sociedade Distribuidora de TVM","null","MATRIZ","RUA JOAQUIM FLORIANO","","14º ANDAR","ITAIM BIBI","04534-011",3550308,"SAO PAULO","SP","25/05/2012","11","35095400","28/12/2021"
11581339,1,45,"MONEY PLUS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.","Sociedade de Crédito ao Microempreendedor","null","MATRIZ","AV PAULISTA","","CONJUNTO 12","BELA VISTA","01311-200",3550308,"SAO PAULO","SP","12/02/2010","11","38109333","28/12/2021"
0,5046,61,"BANCO DO BRASIL S.A.","Banco Múltiplo","03132","LARGE CORPORATE 3132","AV PAULISTA, 1230","","7º ANDAR","B VISTA","01310-901",3550308,"SAO PAULO","SP","25/06/2002","11","42986250","28/12/2021"
0,1921,63,"BANCO DO BRASIL S.A.","Banco Múltiplo","03017","EMPRESA FREGUESIA","AV SANTA MARINA 2618","","2 ANDAR","VL ALBERTINA","02732-040",3550308,"SAO PAULO","SP","19/12/2000","11","40033001","28/12/2021"
0,4773,20,"BANCO DO BRASIL S.A.","Banco Múltiplo","02659","LARGE CORPORATE 2659","AV PAULISTA, 1230","","7° ANDAR","B VISTA","01310-901",3550308,"SAO PAULO","SP","19/12/2005","11","42986200","28/12/2021"
10866788,1,77,"BANCO BANDEPE S.A.","Banco Múltiplo","01001","MATRIZ","AV. PRES. JUSCELINO KUBITSCHEK 2041","","CJ 111 PARTE 1 BLOCO A COND WTORRE JK","VILA NOVA CONCEIÇÃO","04543-011",3550308,"SAO PAULO","SP","20/08/2009","81","34256244","28/12/2021"
0,2851,70,"BANCO DO BRASIL S.A.","Banco Múltiplo","03548","ACLIMACAO","R PIRES DA MOTA, 488","","","ACLIMACAO","01529-000",3550308,"SAO PAULO","SP","09/03/1992","11","40033001","28/12/2021"
1522368,1,82,"BANCO BNP PARIBAS BRASIL S.A.","Banco Múltiplo","00001","MATRIZ - SEDE","AV. PRES. JUSCELINO KUBITSCHEK","1327","9º A 11º ANDARES","VILA NOVA CONCEIÇÃO","04543-011",3550308,"SAO PAULO","SP","16/12/1996","11","30489000","28/12/2021"
0,3065,17,"BANCO DO BRASIL S.A.","Banco Múltiplo","01893","LARGE CORPORATE 1893","AV PAULISTA, 1230","","7º ANDAR","B VISTA","01310-901",3550308,"SAO PAULO","SP","22/03/1991","11","42986000","28/12/2021"
0,3035,0,"BANCO DO BRASIL S.A.","Banco Múltiplo","03400","LARGE CORPORATE 3400","AV PAULISTA, 1230","","7º ANDAR","B VISTA","01310-901",3550308,"SAO PAULO","SP","19/12/2005","11","42986160","28/12/2021"
90400888,2608,2,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","01538","LUIS GOES-CAP-SP","R DOMINGOS DE MORAIS 3093","","","VL MARIANA","04035-001",3550308,"SAO PAULO","SP","21/12/2010","11","55834000","28/12/2021"
33042953,1,71,"CITIBANK N.A.","Banco Comercial Estrangeiro - Filial no país","00603","MATRIZ","AV. PAULISTA","001274","TORRE MATARAZZO - 14º ANDAR","B VISTA","01311-920",3550308,"SAO PAULO","SP","05/04/1915","null","null","28/12/2021"
90400888,1381,79,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","04770","CENTRO-SP-SP","R DA QUITANDA","","93","CENTRO","01012-010",3550308,"SAO PAULO","SP","30/04/2009","11","32435677","28/12/2021"
44019481,1,52,"PEAK SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.","Sociedade de Empréstimo entre Pessoas","null","MATRIZ","RUA CUBATAO 86","","SALA 1 704","VILA MARIANA","04013-000",3550308,"SAO PAULO","SP","06/12/2021","11","993270604","28/12/2021"
65654303,1,73,"DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL","Sociedade de Arrendamento Mercantil","null","MATRIZ","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA","100","TORRE OLAVO SETUBAL, 7º ANDAR, PARTE","PARQUE JABAQUARA","04344-902",3550308,"SAO PAULO","SP","09/08/2019","null","null","28/12/2021"
0,4592,67,"BANCO DO BRASIL S.A.","Banco Múltiplo","01543","GECEX SAO PAULO III","R LIBERO BADARO, 318","","11º ANDAR","CENTRO","01008-000",3550308,"SAO PAULO","SP","18/03/1999","11","42973050","28/12/2021"
0,1947,0,"BANCO DO BRASIL S.A.","Banco Múltiplo","03070","LARGE CORPORATE 3070","AV PAULISTA, 1230","","7º ANDAR","B VISTA","01310-901",3550308,"SAO PAULO","SP","09/01/2001","11","42986580","28/12/2021"
0,4876,35,"BANCO DO BRASIL S.A.","Banco Múltiplo","03027","EMPRESA SAO MIGUEL","AV SAO MIGUEL, 2328","","","VL MARIETA","03620-001",3550308,"SAO PAULO","SP","13/02/2001","11","20468833","28/12/2021"
17192451,1,70,"BANCO ITAUCARD S.A.","Banco Múltiplo","07720","MATRIZ","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA","","TORRE OLAVO SETUBAL, 7º ANDAR, PARTE","PARQUE JABAQUARA","04344-902",3550308,"SAO PAULO","SP","05/08/2019","null","null","28/12/2021"
0,5216,71,"BANCO DO BRASIL S.A.","Banco Múltiplo","03859","ESTILO J.KUBITSCHEK","AV.BRIG.FARIA LIMA,3729","","TERREO","ITAIM BIBI","04538-133",3550308,"SAO PAULO","SP","03/10/2003","11","40033001","28/12/2021"
0,1797,36,"BANCO DO BRASIL S.A.","Banco Múltiplo","03064","LARGE CORPORATE 3064","AV PAULISTA, 1230","","7º ANDAR","B VISTA","01310-901",3550308,"SAO PAULO","SP","09/01/2001","11","42986330","28/12/2021"
0,5048,23,"BANCO DO BRASIL S.A.","Banco Múltiplo","03333","CORP BANK LESTE SP","R.CANTAGALO,74","","15.E 16.ANDARES","TATUAPE","03319-000",3550308,"SAO PAULO","SP","19/07/2002","11","29424666","28/12/2021"
0,6789,2,"BANCO DO BRASIL S.A.","Banco Múltiplo","06501","MATRIZ-SAO PAULO","R.QUINZE DE NOVEMBRO,111","","13.ANDAR","CENTRO","01013-001",3550308,"SAO PAULO","SP","30/11/2009","11","42985550","28/12/2021"
0,5045,80,"BANCO DO BRASIL S.A.","Banco Múltiplo","03344","CORP BANK CENTRO SP","AV. PAULISTA, 1230, 14º ANDAR","","TORRE MATARAZZO","B VISTA","01310-100",3550308,"SAO PAULO","SP","10/07/2002","11","42986550","28/12/2021"
0,5068,77,"BANCO DO BRASIL S.A.","Banco Múltiplo","03320","CORP BANK AGUA BCA","AVENIDA FRANCISCO MATARAZZO, 1400","","1 ANDAR CJ 11 EDIFICIO MILANO","A BRANCA","05001-903",3550308,"SAO PAULO","SP","13/08/2002","11","38718466","28/12/2021"
0,5199,36,"BANCO DO BRASIL S.A.","Banco Múltiplo","04209","EMPRESA MOEMA","AL DOS JURUPIS,1156","","PISO SUPERIOR","INDIANOPOLIS","04088-003",3550308,"SAO PAULO","SP","03/10/2003","11","55619937","28/12/2021"
33959738,1,30,"MOVA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.","Sociedade de Empréstimo entre Pessoas","null","MATRIZ","ALAMEDA VICENTE PINZON, Nº 173, 2º ANDAR","","(PARTE)","VILA OLIMPIA","04547-130",3550308,"SAO PAULO","SP","19/08/2019","11","26678010","28/12/2021"
0,5214,0,"BANCO DO BRASIL S.A.","Banco Múltiplo","04851","ESTILO SAO PAULO","R.QUINZE DE NOVEMBRO,324","","TERREO","CENTRO","01013-905",3550308,"SAO PAULO","SP","05/08/2003","11","40033001","28/12/2021"
0,5044,8,"BANCO DO BRASIL S.A.","Banco Múltiplo","03336","CORP BANK JARDINS","AV.BRIG.FARIA LIMA,3729","","4.ANDAR","ITAIM BIBI","04538-133",3550308,"SAO PAULO","SP","10/07/2002","11","28458360","28/12/2021"
0,5412,73,"BANCO DO BRASIL S.A.","Banco Múltiplo","04385","ESTILO VILA MARIANA","R.DOMINGOS DE MORAIS,2806","","","V.MARIANA","04036-100",3550308,"SAO PAULO","SP","15/07/2005","11","40033001","28/12/2021"
90400888,2937,35,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","01805","001-1805 SELECT IPIRANGA-SP","R SILVA BUENO","1862","","IPIRANGA","04208-001",3550308,"SAO PAULO","SP","15/10/2014","11","20204300","28/12/2021"
90400888,795,71,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","02076","001 2076 NV PACAEMBU-SP I","R CARDOSO DE ALMEIDA","39","E 47","PERDIZES","05013-000",3550308,"SAO PAULO","SP","31/08/2006","11","38710511","28/12/2021"
60701190,2733,30,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","06470","SP/USP","AV. PROFº LUCIANO GUALBERTO, S/Nº","","ÁREA BANCÁRIA","VL UNIVERSITÁRIA","05508-970",3550308,"SAO PAULO","SP","04/11/2005","11","30034828","28/12/2021"
90400888,1481,31,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","03809","001 3809 CARRAO-SP I","AV. CONSELHEIRO CARRAO","003062","","CARRAO","03403-001",3550308,"SAO PAULO","SP","30/04/2009","11","9434000","28/12/2021"
0,5614,60,"BANCO DO BRASIL S.A.","Banco Múltiplo","04400","ESTILO FARIA LIMA","AV.BRIG.FARIA LIMA,3003","","","JD.PAULISTANO","01452-000",3550308,"SAO PAULO","SP","15/07/2005","11","40033001","28/12/2021"
0,6845,46,"BANCO DO BRASIL S.A.","Banco Múltiplo","07070","ESTILO PAULISTANA","AV.PAULISTA,2300","","LOJA 5,TERREO","BELA VISTA","01310-300",3550308,"SAO PAULO","SP","20/11/2009","11","21117070","28/12/2021"
0,5760,69,"BANCO DO BRASIL S.A.","Banco Múltiplo","04728","ESTILO AV.PAULISTA","AV.PAULISTA,1500","","SOBRELOJA","BELA VISTA","01310-000",3550308,"SAO PAULO","SP","15/07/2005","11","35550600","28/12/2021"
0,5762,20,"BANCO DO BRASIL S.A.","Banco Múltiplo","04725","ESTILO SAO JOAO","AV.SAO JOAO,32","","6.ANDAR","CENTRO","01036-900",3550308,"SAO PAULO","SP","15/07/2005","11","34913636","28/12/2021"
0,5850,50,"BANCO DO BRASIL S.A.","Banco Múltiplo","04850","ESTILO CID SAO PAULO","AV.PAULISTA, 1.230","","TÉRREO - LOJAS 128, 129, 130 E 131","B VISTA","01310-000",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5851,30,"BANCO DO BRASIL S.A.","Banco Múltiplo","04856","ESTILO ALTO B VISTA","AV.STO.AMARO,6353","","","ALTO DA BOA VISTA","04701-100",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5852,11,"BANCO DO BRASIL S.A.","Banco Múltiplo","04855","ESTILO SANTANA","R.VOLUNTARIOS DA PATRIA,1819","","","SANTANA","02011-400",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5853,0,"BANCO DO BRASIL S.A.","Banco Múltiplo","04852","ESTILO PERDIZES","AV.SUMARE,1231","","","PERDIZES","05016-110",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5854,83,"BANCO DO BRASIL S.A.","Banco Múltiplo","04854","ESTILO MOEMA","AL.DOS JURUPIS,1186","","","INDIANOPOLIS","04088-003",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5855,64,"BANCO DO BRASIL S.A.","Banco Múltiplo","04849","ESTILO ALTO PINHEIRO","R.FERREIRA DE ARAUJO,186","","LOJA","ALTO DE PINHEIROS","05428-000",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5856,45,"BANCO DO BRASIL S.A.","Banco Múltiplo","04853","ESTILO PACAEMBU","PCA.CHARLES MILLER,4","","","PACAEMBU","01234-010",3550308,"SAO PAULO","SP","14/09/2007","11","40033001","28/12/2021"
0,5857,26,"BANCO DO BRASIL S.A.","Banco Múltiplo","04859","ESTILO ANALIA FRANCO","R.ELEONORA CINTRA,112","","","ANALIA FRANCO","03337-000",3550308,"SAO PAULO","SP","14/09/2007","11","26727100","28/12/2021"
0,7332,61,"BANCO DO BRASIL S.A.","Banco Múltiplo","08458","ESTILO CAMP.ELISEOS","AV.RIO BRANCO,1437","","1.ANDAR","C ELISEOS","01205-001",3550308,"SAO PAULO","SP","22/02/2013","11","40033001","28/12/2021"
0,7701,16,"BANCO DO BRASIL S.A.","Banco Múltiplo","08083","EMPRESA AV.PAULISTA","AVENIDA PAULISTA, 2163","","MEZANINO","BELA VISTA","01311-933",3550308,"SAO PAULO","SP","08/10/2019","61","40033001","28/12/2021"
