simulacao,pop_total,pop_buffer,perc_atendimento,nome_distrito,cod_distrito
simulacao_6_8,70923,2745,0.03870394653356457,JOSE BONIFACIO,47
simulacao_6_8,148795,24548,0.16497866191740315,JD SAO LUIS,46
simulacao_6_8,53289,9648,0.1810504982266509,ARTUR ALVIM,5
simulacao_6_8,12937,3988,0.30826312128004946,JAGUARA,40
simulacao_6_8,57243,27341,0.47763045263176285,VILA PRUDENTE,93
simulacao_6_8,28845,7528,0.2609811059109031,JAGUARE,41
simulacao_6_8,106715,9283,0.08698870824157803,JARAGUA,42
simulacao_6_8,65985,9365,0.14192619534742745,JD HELENA,44
simulacao_6_8,52431,50022,0.954053899410654,JD PAULISTA,45
simulacao_6_8,85466,7604,0.08897105281632461,LAJEADO,96
simulacao_6_8,37636,19781,0.5255872037410989,LAPA,48
simulacao_6_8,40595,32698,0.8054686537750955,LIBERDADE,49
simulacao_6_8,41208,15268,0.37051058046981167,LIMAO,50
simulacao_6_8,64396,32761,0.5087427790545996,VILA MEDEIROS,92
simulacao_6_8,164446,3987,0.024245040925288546,JD ANGELA,43
simulacao_6_8,74193,936,0.012615745420727022,PARELHEIROS,55
simulacao_6_8,63979,11828,0.18487316150611918,VILA SONIA,94
simulacao_6_8,45297,21750,0.4801642492880323,AGUA RASA,1
simulacao_6_8,23607,6096,0.2582284915491168,ALTO DE PINHEIROS,2
simulacao_6_8,43082,0,0.0,ANHANGUERA,3
simulacao_6_8,45832,15497,0.3381262000349101,ARICANDUVA,4
simulacao_6_8,8811,6070,0.6889115877879923,BARRA FUNDA,6
simulacao_6_8,41378,41065,0.9924355937938034,BELA VISTA,7
simulacao_6_8,25126,9383,0.37343787311947785,BELEM,8
simulacao_6_8,19956,14197,0.7114151132491481,BOM RETIRO,9
simulacao_6_8,16810,14382,0.8555621653777513,BRAS,10
simulacao_6_8,137272,10202,0.07431959904423335,BRASILANDIA,11
simulacao_6_8,30266,9415,0.31107513381352014,BUTANTA,12
simulacao_6_8,73074,15108,0.20674932260448312,CACHOEIRINHA,13
simulacao_6_8,21749,13061,0.6005333578555336,CAMBUCI,14
simulacao_6_8,35261,25980,0.7367913558889425,CAMPO BELO,15
simulacao_6_8,58047,20158,0.34727031543404485,CAMPO GRANDE,16
simulacao_6_8,116079,16525,0.14235994452054204,CAMPO LIMPO,17
simulacao_6_8,71558,7366,0.10293747729114844,CANGAIBA,18
simulacao_6_8,148086,37987,0.2565198600813041,CAPAO REDONDO,19
simulacao_6_8,46910,22021,0.46943082498401195,CARRAO,20
simulacao_6_8,45522,22542,0.49518913931725317,CASA VERDE,21
simulacao_6_8,144359,50335,0.34867933415997615,CID ADEMAR,22
simulacao_6_8,104426,12572,0.1203914733878536,CID DUTRA,23
simulacao_6_8,69814,4861,0.06962786833586386,CID LIDER,24
simulacao_6_8,115371,0,0.0,CID TIRADENTES,25
simulacao_6_8,34088,29899,0.8771121802393804,CONSOLACAO,26
simulacao_6_8,61633,18087,0.293462917592848,CURSINO,27
simulacao_6_8,60670,15144,0.24961265864512938,ERMELINO MATARAZZO,28
simulacao_6_8,74568,28260,0.378982941744448,FREGUESIA DO O,29
simulacao_6_8,191219,3248,0.016985759783285134,GRAJAU,30
simulacao_6_8,54067,6527,0.12072058741931307,GUAIANASES,31
simulacao_6_8,73335,6645,0.09061157700961342,IGUATEMI,33
simulacao_6_8,60885,29340,0.4818920916481892,IPIRANGA,34
simulacao_6_8,55031,54395,0.9884428776507787,ITAIM BIBI,35
simulacao_6_8,116852,26302,0.2250881456885633,ITAIM PAULISTA,36
simulacao_6_8,107486,41411,0.385268779189848,ITAQUERA,37
simulacao_6_8,121161,44786,0.36964039583694425,JABAQUARA,38
simulacao_6_8,49983,7622,0.15249184722805753,JACANA,39
simulacao_6_8,59290,12555,0.2117557766908416,MANDAQUI,51
simulacao_6_8,4305,0,0.0,MARSILAC,52
simulacao_6_8,51312,41363,0.8061077330838791,MOEMA,32
simulacao_6_8,44302,28225,0.6371044196650264,MOOCA,53
simulacao_6_8,28086,11454,0.4078188421277505,MORUMBI,54
simulacao_6_8,9644,7358,0.7629614267938615,PARI,56
simulacao_6_8,36349,2837,0.07804891468816198,PARQUE DO CARMO,57
simulacao_6_8,81845,0,0.0,PEDREIRA,58
simulacao_6_8,69829,33937,0.4860015179939567,PENHA,59
simulacao_6_8,65590,52500,0.80042689434365,PERDIZES,60
simulacao_6_8,43873,2012,0.045859640325484924,PERUS,61
simulacao_6_8,37813,33130,0.8761537037526776,PINHEIROS,62
simulacao_6_8,90113,12365,0.1372166058171407,PIRITUBA,63
simulacao_6_8,47539,16291,0.3426870569427207,PONTE RASA,64
simulacao_6_8,53910,9098,0.16876275273604155,RAPOSO TAVARES,65
simulacao_6_8,62838,25336,0.40319551863522074,RIO PEQUENO,67
simulacao_6_8,139186,60135,0.43204776342448237,SACOMA,68
simulacao_6_8,63235,32518,0.5142405313513086,SANTANA,70
simulacao_6_8,41726,26391,0.6324833437185448,SANTO AMARO,71
simulacao_6_8,45694,14940,0.3269575874294218,SAO DOMINGOS,95
simulacao_6_8,77181,36876,0.47778598359699925,SAO LUCAS,72
simulacao_6_8,79848,35838,0.4488277727682597,SAO MATEUS,73
simulacao_6_8,44578,16497,0.3700704383328099,SAO MIGUEL,74
simulacao_6_8,79860,4886,0.06118206862008515,SAO RAFAEL,75
simulacao_6_8,148270,48119,0.32453631887772305,SAPOPEMBA,76
simulacao_6_8,76068,57945,0.761752642372614,SAUDE,77
simulacao_6_8,13710,13347,0.9735229759299782,SE,78
simulacao_6_8,19725,4532,0.22975918884664132,SOCORRO,79
simulacao_6_8,53982,39696,0.7353562298543959,TATUAPE,80
simulacao_6_8,113680,4104,0.036101337086558764,TREMEMBE,81
simulacao_6_8,53550,28883,0.5393650793650794,TUCURUVI,82
simulacao_6_8,84049,32245,0.3836452545538912,VILA ANDRADE,83
simulacao_6_8,77678,10638,0.13694997296531836,VILA CURUCA,84
simulacao_6_8,51485,22191,0.43101874332329804,VILA FORMOSA,85
simulacao_6_8,30212,15255,0.5049318151727791,VILA GUILHERME,86
simulacao_6_8,75056,14028,0.1869004476657429,VILA JACUI,87
simulacao_6_8,24775,13747,0.5548738647830475,VILA LEOPOLDINA,88
simulacao_6_8,58141,22811,0.39233931304931113,VILA MARIA,89
simulacao_6_8,76056,59353,0.7803855054170611,VILA MARIANA,90
simulacao_6_8,56905,18057,0.31731833758017747,VILA MATILDE,91
simulacao_6_8,49577,47765,0.9634507937148274,SANTA CECILIA,69
simulacao_6_8,34609,34609,1.0,REPUBLICA,66
