simulacao,pop_total,pop_buffer,perc_atendimento,nome_distrito,cod_distrito
simulacao_6_9,70923,2785,0.0392679384684799,JOSE BONIFACIO,47
simulacao_6_9,148795,24587,0.1652407674989079,JD SAO LUIS,46
simulacao_6_9,53289,9658,0.18123815421569178,ARTUR ALVIM,5
simulacao_6_9,12937,4041,0.3123598979670712,JAGUARA,40
simulacao_6_9,57243,27465,0.47979665635972957,VILA PRUDENTE,93
simulacao_6_9,28845,7645,0.265037268157393,JAGUARE,41
simulacao_6_9,106715,9205,0.08625778943916038,JARAGUA,42
simulacao_6_9,65985,9418,0.14272940819883306,JD HELENA,44
simulacao_6_9,52431,49964,0.9529476836222845,JD PAULISTA,45
simulacao_6_9,85466,7498,0.08773079353193082,LAJEADO,96
simulacao_6_9,37636,19710,0.5237007120841747,LAPA,48
simulacao_6_9,40595,32745,0.8066264318265797,LIBERDADE,49
simulacao_6_9,41208,15250,0.37007377208309067,LIMAO,50
simulacao_6_9,64396,32585,0.5060096900428598,VILA MEDEIROS,92
simulacao_6_9,164446,4113,0.025011249893582086,JD ANGELA,43
simulacao_6_9,74193,898,0.012103567722022293,PARELHEIROS,55
simulacao_6_9,63979,11716,0.18312258709889181,VILA SONIA,94
simulacao_6_9,45297,21710,0.4792811885996865,AGUA RASA,1
simulacao_6_9,23607,5991,0.25378065827932395,ALTO DE PINHEIROS,2
simulacao_6_9,43082,0,0.0,ANHANGUERA,3
simulacao_6_9,45832,15624,0.3408971897364287,ARICANDUVA,4
simulacao_6_9,8811,6062,0.6880036318238566,BARRA FUNDA,6
simulacao_6_9,41378,41071,0.9925805983856155,BELA VISTA,7
simulacao_6_9,25126,9302,0.3702141208310117,BELEM,8
simulacao_6_9,19956,14204,0.7117658849468832,BOM RETIRO,9
simulacao_6_9,16810,14357,0.8540749553837002,BRAS,10
simulacao_6_9,137272,10077,0.07340899819336791,BRASILANDIA,11
simulacao_6_9,30266,9399,0.3105464878081015,BUTANTA,12
simulacao_6_9,73074,15089,0.2064893122040671,CACHOEIRINHA,13
simulacao_6_9,21749,12972,0.5964412156880776,CAMBUCI,14
simulacao_6_9,35261,26283,0.7453844190465386,CAMPO BELO,15
simulacao_6_9,58047,20319,0.35004392991885885,CAMPO GRANDE,16
simulacao_6_9,116079,16400,0.14128309168755762,CAMPO LIMPO,17
simulacao_6_9,71558,7547,0.10546689398809357,CANGAIBA,18
simulacao_6_9,148086,37873,0.2557500371405805,CAPAO REDONDO,19
simulacao_6_9,46910,22191,0.4730547857599659,CARRAO,20
simulacao_6_9,45522,22249,0.4887526910065463,CASA VERDE,21
simulacao_6_9,144359,50461,0.3495521581612508,CID ADEMAR,22
simulacao_6_9,104426,12620,0.12085112902916897,CID DUTRA,23
simulacao_6_9,69814,4763,0.06822413842495774,CID LIDER,24
simulacao_6_9,115371,0,0.0,CID TIRADENTES,25
simulacao_6_9,34088,29814,0.8746186341234452,CONSOLACAO,26
simulacao_6_9,61633,18345,0.29764898674411433,CURSINO,27
simulacao_6_9,60670,15108,0.2490192846546893,ERMELINO MATARAZZO,28
simulacao_6_9,74568,28103,0.37687748095697887,FREGUESIA DO O,29
simulacao_6_9,191219,3191,0.016687672250142508,GRAJAU,30
simulacao_6_9,54067,6678,0.12351341853626056,GUAIANASES,31
simulacao_6_9,73335,6699,0.09134792391082021,IGUATEMI,33
simulacao_6_9,60885,29065,0.4773753798144042,IPIRANGA,34
simulacao_6_9,55031,54354,0.9876978430339264,ITAIM BIBI,35
simulacao_6_9,116852,25954,0.22211001951186116,ITAIM PAULISTA,36
simulacao_6_9,107486,41487,0.38597584801741625,ITAQUERA,37
simulacao_6_9,121161,45070,0.3719843844141267,JABAQUARA,38
simulacao_6_9,49983,7755,0.1551527519356581,JACANA,39
simulacao_6_9,59290,12634,0.2130882104908079,MANDAQUI,51
simulacao_6_9,4305,0,0.0,MARSILAC,52
simulacao_6_9,51312,41417,0.8071601184908014,MOEMA,32
simulacao_6_9,44302,28132,0.6350051916392037,MOOCA,53
simulacao_6_9,28086,11501,0.4094922737306843,MORUMBI,54
simulacao_6_9,9644,7339,0.7609912899211946,PARI,56
simulacao_6_9,36349,2636,0.07251918897356185,PARQUE DO CARMO,57
simulacao_6_9,81845,0,0.0,PEDREIRA,58
simulacao_6_9,69829,34293,0.4910996863767203,PENHA,59
simulacao_6_9,65590,52378,0.7985668547034609,PERDIZES,60
simulacao_6_9,43873,1990,0.04535819296606113,PERUS,61
simulacao_6_9,37813,33175,0.8773437706608839,PINHEIROS,62
simulacao_6_9,90113,12415,0.1377714647165226,PIRITUBA,63
simulacao_6_9,47539,16429,0.3455899366835651,PONTE RASA,64
simulacao_6_9,53910,9042,0.16772398441847525,RAPOSO TAVARES,65
simulacao_6_9,62838,25205,0.40111079283236256,RIO PEQUENO,67
simulacao_6_9,139186,59872,0.4301582055666518,SACOMA,68
simulacao_6_9,63235,32539,0.5145726259191903,SANTANA,70
simulacao_6_9,41726,26512,0.6353832143028327,SANTO AMARO,71
simulacao_6_9,45694,15300,0.33483608351205846,SAO DOMINGOS,95
simulacao_6_9,77181,36860,0.47757867869035125,SAO LUCAS,72
simulacao_6_9,79848,35665,0.4466611561967739,SAO MATEUS,73
simulacao_6_9,44578,16385,0.3675579882453228,SAO MIGUEL,74
simulacao_6_9,79860,4700,0.058852992737290256,SAO RAFAEL,75
simulacao_6_9,148270,48250,0.32541984217980713,SAPOPEMBA,76
simulacao_6_9,76068,57901,0.7611742125466687,SAUDE,77
simulacao_6_9,13710,13375,0.975565280816922,SE,78
simulacao_6_9,19725,4548,0.2305703422053232,SOCORRO,79
simulacao_6_9,53982,39335,0.728668815531103,TATUAPE,80
simulacao_6_9,113680,4104,0.036101337086558764,TREMEMBE,81
simulacao_6_9,53550,29002,0.5415873015873016,TUCURUVI,82
simulacao_6_9,84049,32371,0.3851443800640103,VILA ANDRADE,83
simulacao_6_9,77678,10615,0.13665387883313165,VILA CURUCA,84
simulacao_6_9,51485,22196,0.43111585898805477,VILA FORMOSA,85
simulacao_6_9,30212,15421,0.5104263206672845,VILA GUILHERME,86
simulacao_6_9,75056,13835,0.18432903432104028,VILA JACUI,87
simulacao_6_9,24775,13776,0.5560443995963673,VILA LEOPOLDINA,88
simulacao_6_9,58141,22890,0.393698078808414,VILA MARIA,89
simulacao_6_9,76056,59022,0.7760334490375512,VILA MARIANA,90
