simulacao,pop_total,pop_buffer,perc_atendimento,nome_distrito,cod_distrito
simulacao_6_5,144359,50712,0.3512908789891867,CID ADEMAR,22
simulacao_6_5,104426,12389,0.11863903625533871,CID DUTRA,23
simulacao_6_5,69814,4748,0.0680092818059415,CID LIDER,24
simulacao_6_5,115371,0,0.0,CID TIRADENTES,25
simulacao_6_5,34088,29786,0.8737972306970195,CONSOLACAO,26
simulacao_6_5,61633,18080,0.29334934207324,CURSINO,27
simulacao_6_5,60670,15219,0.2508488544585462,ERMELINO MATARAZZO,28
simulacao_6_5,74568,28337,0.38001555627078637,FREGUESIA DO O,29
simulacao_6_5,191219,3123,0.016332059052709198,GRAJAU,30
simulacao_6_5,54067,6389,0.11816819871640742,GUAIANASES,31
simulacao_6_5,73335,6729,0.09175700552260176,IGUATEMI,33
simulacao_6_5,60885,29358,0.48218773096821876,IPIRANGA,34
simulacao_6_5,55031,54416,0.9888244807472152,ITAIM BIBI,35
simulacao_6_5,116852,25960,0.22216136651490775,ITAIM PAULISTA,36
simulacao_6_5,107486,41614,0.3871573972424316,ITAQUERA,37
simulacao_6_5,121161,44860,0.37025115342395654,JABAQUARA,38
simulacao_6_5,49983,7745,0.15495268391253025,JACANA,39
simulacao_6_5,59290,12604,0.21258222297183335,MANDAQUI,51
simulacao_6_5,4305,0,0.0,MARSILAC,52
simulacao_6_5,51312,41377,0.806380573744933,MOEMA,32
simulacao_6_5,44302,28253,0.6377364453072096,MOOCA,53
simulacao_6_5,28086,11406,0.40610980559709464,MORUMBI,54
simulacao_6_5,9644,7308,0.7577768560763168,PARI,56
simulacao_6_5,36349,2711,0.0745825194640843,PARQUE DO CARMO,57
simulacao_6_5,81845,0,0.0,PEDREIRA,58
simulacao_6_5,69829,34453,0.49339099800942304,PENHA,59
simulacao_6_5,65590,52427,0.7993139198048483,PERDIZES,60
simulacao_6_5,43873,2032,0.04631550156132473,PERUS,61
simulacao_6_5,37813,33219,0.8785073916377966,PINHEIROS,62
simulacao_6_5,90113,12213,0.13552983476301977,PIRITUBA,63
simulacao_6_5,47539,16356,0.3440543553713793,PONTE RASA,64
simulacao_6_5,53910,9056,0.1679836764978668,RAPOSO TAVARES,65
simulacao_6_5,62838,25318,0.40290906776154556,RIO PEQUENO,67
simulacao_6_5,139186,59797,0.4296193582687914,SACOMA,68
simulacao_6_5,63235,32573,0.5151103028386178,SANTANA,70
simulacao_6_5,41726,26505,0.6352154531946508,SANTO AMARO,71
simulacao_6_5,45694,15119,0.3308749507593995,SAO DOMINGOS,95
simulacao_6_5,77181,36699,0.47549267306720566,SAO LUCAS,72
simulacao_6_5,79848,35489,0.44445696823965536,SAO MATEUS,73
simulacao_6_5,44578,16398,0.36784961191619187,SAO MIGUEL,74
simulacao_6_5,79860,4919,0.06159529176058102,SAO RAFAEL,75
simulacao_6_5,148270,48064,0.3241653739799015,SAPOPEMBA,76
simulacao_6_5,76068,57950,0.7618183730346532,SAUDE,77
simulacao_6_5,13710,13336,0.9727206418672502,SE,78
simulacao_6_5,19725,4566,0.2314828897338403,SOCORRO,79
simulacao_6_5,53982,39538,0.7324293282946167,TATUAPE,80
simulacao_6_5,113680,4092,0.03599577762139339,TREMEMBE,81
simulacao_6_5,53550,29225,0.545751633986928,TUCURUVI,82
simulacao_6_5,84049,32300,0.38429963473687967,VILA ANDRADE,83
simulacao_6_5,77678,10729,0.1381214758361441,VILA CURUCA,84
simulacao_6_5,51485,22339,0.4338933670000971,VILA FORMOSA,85
simulacao_6_5,30212,15191,0.5028134516086323,VILA GUILHERME,86
simulacao_6_5,75056,13839,0.18438232786186315,VILA JACUI,87
simulacao_6_5,24775,13746,0.5548335015136227,VILA LEOPOLDINA,88
simulacao_6_5,58141,23194,0.3989267470459744,VILA MARIA,89
simulacao_6_5,76056,59142,0.7776112338277059,VILA MARIANA,90
simulacao_6_5,56905,17956,0.31554344960899744,VILA MATILDE,91
simulacao_6_5,49577,47853,0.9652258103556084,SANTA CECILIA,69
simulacao_6_5,34609,34609,1.0,REPUBLICA,66
