simulacao,pop_total,pop_buffer,perc_atendimento,nome_distrito,cod_distrito
simulacao_6_1,41726,26388,0.6324114461007525,SANTO AMARO,71
simulacao_6_1,45694,15160,0.33177222392436645,SAO DOMINGOS,95
simulacao_6_1,77181,36827,0.47715111232038976,SAO LUCAS,72
simulacao_6_1,79848,35700,0.4470994890291554,SAO MATEUS,73
simulacao_6_1,44578,16478,0.3696442191215398,SAO MIGUEL,74
simulacao_6_1,79860,4866,0.06093163035311796,SAO RAFAEL,75
simulacao_6_1,148270,47740,0.3219801713090983,SAPOPEMBA,76
simulacao_6_1,76068,57823,0.7601488142188568,SAUDE,77
simulacao_6_1,13710,13331,0.9723559445660103,SE,78
simulacao_6_1,19725,4480,0.22712294043092524,SOCORRO,79
simulacao_6_1,53982,39534,0.7323552295209514,TATUAPE,80
simulacao_6_1,113680,4113,0.036180506685432795,TREMEMBE,81
simulacao_6_1,53550,29253,0.5462745098039216,TUCURUVI,82
simulacao_6_1,84049,32349,0.3848826279908149,VILA ANDRADE,83
simulacao_6_1,77678,10700,0.13774813975643038,VILA CURUCA,84
simulacao_6_1,51485,22266,0.43247547829464894,VILA FORMOSA,85
simulacao_6_1,30212,15148,0.5013901760889713,VILA GUILHERME,86
simulacao_6_1,75056,13979,0.18624760179066296,VILA JACUI,87
simulacao_6_1,24775,13691,0.5526135216952573,VILA LEOPOLDINA,88
simulacao_6_1,58141,23023,0.3959856211623467,VILA MARIA,89
simulacao_6_1,76056,59319,0.779938466393184,VILA MARIANA,90
simulacao_6_1,56905,18147,0.31889992092083297,VILA MATILDE,91
simulacao_6_1,49577,47791,0.9639752304496036,SANTA CECILIA,69
simulacao_6_1,34609,34609,1.0,REPUBLICA,66
