address;lon;lat
Rua Clodomiro Amazonas 1132, Itaim Bibi, São Paulo, 04537-002;-46.67716000540051;-23.594170004871756
Avenida Ibirapuera 2596, Moema, São Paulo, 04028-002;-46.66497939611515;-23.606339381985325
Rua Maciel Monteiro 409, Artur Alvim, São Paulo, 03566-000;-46.49061002139496;-23.539370002010543
Avenida Sapopemba 8756, Sapopemba, São Paulo, 03988-000;-46.522444147574305;-23.598130525977037
Rua Barão de Jundiaí 198, Lapa, São Paulo, 05073-010;-46.70663999705886;-23.524419997597306
Avenida Mateo Bei 2296, São Mateus, São Paulo, 03949-200;-46.48306999657447;-23.602219984681454
Avenida Rio das Pedras, Aricanduva, São Paulo, 03452-100;-46.50940440190468;-23.568512656963506
Rua Conselheiro Moreira de Barros 409, Santana, São Paulo, 02018-011;-46.62967996049193;-23.496350009691128
Avenida Cangaíba 2650, Cangaíba, São Paulo, 03712-001;-46.53014997324448;-23.50613001431624
Rua Tutóia 1160, Moema, São Paulo, 04007-005;-46.65012996022131;-23.580840012794752
Avenida Gustavo Adolfo 1050, Vila Medeiros, São Paulo, 02209-001;-46.58923995987942;-23.482500004341134
Avenida Guapira 65, Tucuruvi, São Paulo, 02265-000;-46.6019099609004;-23.48143001249126
Rua Otelo Augusto Ribeiro 149, Guaianases, São Paulo, 08412-000;-46.40981563628643;-23.544945714152792
Rua Afonso Braz 550, Moema, São Paulo, 04511-001;-46.6690400366993;-23.595280020309275
Avenida Marechal Tito 734, São Miguel, São Paulo, 08010-090;-46.440920003895144;-23.493660005505035
Avenida Vila Ema, São Lucas, São Paulo, 03281-000;-46.54840685960776;-23.583381419313376
Alameda Sargento Basílio Nogueira da Costa, Vila Maria, São Paulo, 02186-040;-46.56996354365696;-23.51524256419039
Avenida Eng. Heitor Antônio Eiras Garcia 540, Rio Pequeno, São Paulo, 05588-000;-46.74107997992127;-23.57567001300663
Avenida Vereador João de Luca, Cidade Ademar, São Paulo, 04381-000;-46.66859245417652;-23.65344021718162
Avenida da Aclimação 651, Liberdade, São Paulo, 01531-000;-46.63301000680448;-23.572130000019513
Rua Augusta 2575, Jardim Paulista, São Paulo, 01413-100;-46.665909982596474;-23.56369001025506
Avenida Padre Arlindo Vieira, Sacomã, São Paulo, 04297-000;-46.60459743555756;-23.631774138744458
Avenida Cupecê, Cidade Ademar, São Paulo, 04366-000;-46.6698478740811;-23.654403814328532
Avenida Doutor Guilherme Dumont Vilares 1269, Vila Sônia, São Paulo, 05640-002;-46.740759958858035;-23.614620004601136
Rua Nélson Fernandes, Jabaquara, São Paulo, 04319-000;-46.636851640471164;-23.6474463143576
Avenida Doutor Sylvio de Campos 228, Perus, São Paulo, 05204-000;-46.75616002956227;-23.40661000153358
Avenida Marechal Tito 4, São Miguel, São Paulo, 08010-090;-46.44476314705322;-23.492178135975994
Rua Arizona 1467, Itaim Bibi, São Paulo, 04567-003;-46.69501002258389;-23.610190001134853
Avenida Antártica 42, Barra Funda, São Paulo, 01141-060;-46.66859001231779;-23.521670020893993
Avenida Doutor Gastão Vidigal, Vila Leopoldina, São Paulo, 05314-001;-46.73893731702632;-23.528788129683203
Rua Itinguçu 69, Penha, São Paulo, 03658-010;-46.514150009729974;-23.5229499794184
Avenida Engenheiro Armando Arruda Pereira 774, Jabaquara, São Paulo, 04342-120;-46.647024708354245;-23.630964194303555
Estrada de Itapecerica, Capão Redondo, São Paulo, 05858-001;-46.76542991156012;-23.658819959340065
Avenida Imirim 1312, Santana, São Paulo, 02465-100;-46.646939975510776;-23.49372001993177
Rua Domingos Sérgio dos Anjos 277, São Domingos, São Paulo, 05136-170;-46.7509199989731;-23.501160006737877
Avenida Washington Luís 2731, Santo Amaro, São Paulo, 04662-003;-46.68053003339122;-23.65258998407637
Rua Heitor Penteado 1, Alto de Pinheiros, São Paulo, 05437-000;-46.697195007807764;-23.54088797698149
Avenida Sapopemba 2923, Água Rasa, São Paulo, 03345-000;-46.560972715276726;-23.572857295761263
Rua Américo Brasiliense 1687, Santo Amaro, São Paulo, 04715-005;-46.70296000628869;-23.63101001997991
Avenida Corifeu de Azevedo Marques 5945, Rio Pequeno, São Paulo, 05339-005;-46.75755997503063;-23.552079984709664
Avenida Brigadeiro Luís Antônio 900, Bela Vista, São Paulo, 01317-001;-46.64117004100288;-23.557659985291608
Avenida do Rio Pequeno 957, Rio Pequeno, São Paulo, 05379-000;-46.75466884917532;-23.56690651153237
Largo Primeiro de Maio, Ermelino Matarazzo, São Paulo, 03806-000;-46.47915976950295;-23.489538873805028
Rua Engenheiro Antônio Jovino 220, Vila Andrade, São Paulo, 05727-220;-46.7365400058853;-23.628919992423107
Avenida Atlântica, Socorro, São Paulo, 04772-005;-46.71494491245363;-23.702164959955105
Avenida Indianópolis 2360, Saúde, São Paulo, 04062-002;-46.648279990371435;-23.61869997979082
Estrada do Campo Limpo 3949, Campo Limpo, São Paulo, 05787-000;-46.768287015582295;-23.62870254251119
Praça Lourenço de Bellis 88, Vila Medeiros, São Paulo, 02138-000;-46.57415001959268;-23.489169987612016
Estrada do M Boi Mirim 923, Jardim São Luís, São Paulo, 04904;-46.74163997487241;-23.6720399808474
Avenida Rangel Pestana, Brás, São Paulo, 03002-000;-46.62592779518629;-23.547749263368733
Rua Elisa Silveira, Saúde, São Paulo, 04152-000;-46.62880768994125;-23.622525739449635
Avenida Pedroso de Morais, Pinheiros, São Paulo, 05419-001;-46.69385208362285;-23.56085719187845
Avenida Pacaembu 1947, Consolação, São Paulo, 01234-001;-46.66514999543557;-23.543010011102538
Avenida dos Bandeirantes 1856, Itaim Bibi, São Paulo, 04553-002;-46.67896001910742;-23.606460012312255
Largo São José do Belém 160, Belém, São Paulo, 03057-040;-46.594747837720455;-23.541276807031526
Rua Tutóia 286, Moema, São Paulo, 04007-001;-46.651387013663495;-23.57370169461356
Avenida Engenheiro Caetano Álvares 5255, Mandaqui, São Paulo, 02413-100;-46.63796999800857;-23.485019981621306
Avenida dos Bandeirantes 585, Itaim Bibi, São Paulo, 04553-010;-46.68720999112688;-23.59812999311748
Rua Helion Póvoa 81, Itaim Bibi, São Paulo, 04546-080;-46.67470000063753;-23.598389999753977
Rua Henrique Bernardeli 140, Santana, São Paulo, 02013-010;-46.62831999670169;-23.503759989283864
Avenida Ibirapuera 2, Vila Mariana, São Paulo, 04028-000;-46.64900177812604;-23.589673720509175
Rua Boa Vista 176, Sé, São Paulo, 01014-001;-46.633379984010645;-23.54601999444236
Avenida Paulista, Bela Vista, São Paulo, 01310-100;-46.652535996807494;-23.564656340114265
Avenida Professor Fonseca Rodrigues 65, Alto de Pinheiros, São Paulo, 05461-010;-46.710180010045974;-23.553079987668
Rua Itapeva 260, Bela Vista, São Paulo, 01332-000;-46.65188999225009;-23.55885000599494
Rua Clélia 650, Lapa, São Paulo, 05042-000;-46.68854003152276;-23.524979992548467
Avenida Doutor Arnaldo 2197, Perdizes, São Paulo, 01255-000;-46.68208001492641;-23.545770004180156
Largo da Concórdia 211, Brás, São Paulo, 03012-010;-46.61746068076023;-23.54187872584142
Avenida Nazaré, Ipiranga, São Paulo, 04263-100;-46.60997993154916;-23.59498996454989
Rua Olimpíadas 272, Itaim Bibi, São Paulo, 04551-000;-46.68612000843794;-23.595599999463005
Avenida Morumbi 6901, Morumbi, São Paulo, 05650-002;-46.70375997512775;-23.617440012105476
Avenida Paulista 1450, Bela Vista, São Paulo, 01310-100;-46.65516002413591;-23.5623499953944
Rua Clímaco Barbosa 116, Cambuci, São Paulo, 01523-000;-46.61926997202414;-23.5637299919332
Avenida Paulista 459, Vila Mariana, São Paulo, 01311-000;-46.64811000537506;-23.568619994245765
Rua Domingos de Morais 2338, Vila Mariana, São Paulo, 04036-100;-46.63684003364148;-23.596719989365297
Rua Padre João Manuel 498, Jardim Paulista, São Paulo, 01411-001;-46.66275997956413;-23.562189984862783
Avenida Paulista 283, Vila Mariana, São Paulo, 01311-000;-46.646930001046;-23.569559982777363
Rua João Lourenço 718, Moema, São Paulo, 04508-031;-46.67108002429413;-23.58924002088105
Avenida do Oratório, São Lucas, São Paulo, 03221-200;-46.5363144679858;-23.601491018851856
Avenida Adolfo Pinheiro 2019, Santo Amaro, São Paulo, 04733-400;-46.69512996761833;-23.636779996397337
Rua Domingos de Morais 2463, Saúde, São Paulo, 04036-100;-46.636597381402964;-23.599925519530917
Rua Joaquim Floriano 960, Itaim Bibi, São Paulo, 04534-004;-46.67926998188685;-23.58573998957209
Rua Domingos de Morais 2444, Vila Mariana, São Paulo, 04036-100;-46.63688001531963;-23.597819988428526
Rua Santa Justina, Itaim Bibi, São Paulo, 04545-042;-46.6782760804079;-23.595761997599933
Praça Sílvio Romero, Tatuapé, São Paulo, 03081-000;-46.57436217062529;-23.5452946436664
Avenida Pires do Rio 373, São Miguel, São Paulo, 08020-000;-46.4423600148607;-23.499819991877217
Praça Felisberto Fernandes da Silva 143, São Mateus, São Paulo, 08330-315;-46.47502999122955;-23.612309993995495
Rua Voluntários da Pátria, Santana, São Paulo, 02010-820;-46.625738536259746;-23.499954865192084
Avenida Mutinga, São Domingos, São Paulo, 05110-000;-46.75133550862775;-23.4990968211798
Rua Sena Madureira 92, Vila Mariana, São Paulo, 04021-000;-46.6374100030574;-23.592729993906218
Avenida Lins de Vasconcelos, Vila Mariana, São Paulo, 04112-002;-46.63049420006957;-23.588093876772938
Avenida Presidente Altino 791, Jaguaré, São Paulo, 05323-001;-46.749400024651266;-23.54872998946753
Avenida Jabaquara 823, Saúde, São Paulo, 04045-010;-46.63777998026356;-23.611140006040756
Rua Harry Dannenberg, Parque do Carmo, São Paulo, 08270-010;-46.465804910504175;-23.559129961561005
Avenida Cupecê, Cidade Ademar, São Paulo, 04366-001;-46.63342559722843;-23.68413452536333
Avenida Rio das Pedras 400, Aricanduva, São Paulo, 03452-000;-46.519043757187504;-23.56090091507278
Avenida Marechal Tito, Vila Curuçá, São Paulo, 08115-000;-46.41576989386965;-23.494239949385744
Avenida Deputado Emílio Carlos, Limão, São Paulo, 02721-100;-46.67797217642201;-23.492518286451148
Avenida Zumkeler 487, Mandaqui, São Paulo, 02420-000;-46.635110008826075;-23.47544001111548
Avenida Doutor Pereira Vergueiro, Vila Matilde, São Paulo, 03563-000;-46.496709726430936;-23.54273757158248
Avenida Ten. Laudelino Ferreira do Amaral 559, Vila Jacuí, São Paulo, 08060-000;-46.45307756588386;-23.502545742686753
Avenida São Miguel, Ponte Rasa, São Paulo, 03619-000;-46.519930151651515;-23.514774311477513
Rua Pedro Vicente 326, Bom Retiro, São Paulo, 01109-010;-46.62582001026058;-23.525550003873903
Avenida Jardim Japão 1, Vila Medeiros, São Paulo, 02221-000;-46.57579945166069;-23.48926008595833
Avenida dos Campanellas 565, Itaquera, São Paulo, 08220-830;-46.469289980115974;-23.536410016723167
Rua José Bochiglieri 157, Cidade Dutra, São Paulo, 04836-500;-46.708589963013594;-23.7389799969918
Rua Domingos Sérgio dos Anjos 277, São Domingos, São Paulo, 05136-170;-46.7509199989731;-23.501160006737877
Avenida Parada Pinto 2, Cachoeirinha, São Paulo, 02611-002;-46.66558996153324;-23.470760017386993
Avenida Mateo Bei 1, São Mateus, São Paulo, 03949-010;-46.49179919061034;-23.58464306568949
Avenida Paranaguá 1, Ermelino Matarazzo, São Paulo, 03806-010;-46.475374496659605;-23.50565003053802
Rua Salvador Gianeti 868, Guaianases, São Paulo, 08410-000;-46.41393002421313;-23.543099990833127
Avenida Ragueb Chohfi 4, São Mateus, São Paulo, 08375-000;-46.47490396713658;-23.610900912101368
Avenida Dona Belmira Marin, Grajau, São Paulo, 04846-000;-46.6914261868341;-23.740566461189978
Avenida Imirim, Mandaqui, São Paulo, 02464-400;-46.65342484150494;-23.48422050447662
Rua São João Clímaco 562, Sacomã, São Paulo, 04255-000;-46.592479984551886;-23.62422000785554
Rua Itinguçu 1002, Penha, São Paulo, 03658-000;-46.50522414129551;-23.525110804492677
Rua Domingos Rosolia 150, Raposo Tavares, São Paulo, 05567-000;-46.78660997505608;-23.594170004871756
Avenida Professor Francisco Morato 1235, Morumbi, São Paulo, 05513-100;-46.71133998162642;-23.58127000442765
Avenida das Cerejeiras 1156, Vila Maria, São Paulo, 02124-000;-46.577739988722726;-23.507080019222144
Rua Gomes de Carvalho 1629, Itaim Bibi, São Paulo, 04547-006;-46.688320006564396;-23.595719986406962
Avenida Brigadeiro Luís Antônio 580, República, São Paulo, 01318-000;-46.6395799939705;-23.55545998716515
Avenida Nordestina, Vila Curuçá, São Paulo, 08032-000;-46.41829992943363;-23.523159946092946
Avenida Cupecê, Cidade Ademar, São Paulo, 04366-000;-46.6698478740811;-23.654403814328532
Avenida Raimundo Pereira de Magalhães 12, Pirituba, São Paulo, 02938-000;-46.71870302082449;-23.45286194114407
Avenida do Rio Bonito 1960, Socorro, São Paulo, 04776-003;-46.70165186283339;-23.6896253382528
Estrada de Itapecerica 255, Jardim São Luís, São Paulo, 05835-001;-46.73903001786164;-23.642680018042526
Avenida Ministro Laudo Ferreira de Camargo 80, Butantã, São Paulo, 05537-001;-46.73582997486733;-23.588980014244555
Rua Vinte e Dois de Janeiro 8, São Rafael, São Paulo, 08320-140;-46.47065002772521;-23.62978999206321
Avenida Líder 1690, Cidade Líder, São Paulo, 08280-005;-46.478729802720565;-23.55589047091623
Estrada de Taipas 640, Jaraguá, São Paulo, 02991-000;-46.73524510622204;-23.45065300937785
Avenida Senador Teotônio Vilela 1346, Cidade Dutra, São Paulo, 04801-000;-46.69866000614067;-23.713060009159648
Avenida Eusébio Matoso 891, Pinheiros, São Paulo, 05423-180;-46.69868003888925;-23.572049994753698
Rua Tamandaré, Liberdade, São Paulo, 01525-001;-46.63488076898611;-23.563887097726298
Avenida Iraí 175, Moema, São Paulo, 04082-000;-46.66485000712092;-23.60897998959244
Estrada de Itapecerica 3, Jardim São Luís, São Paulo, 05835-001;-46.73639526019974;-23.64313239685163
Rua Gregório Ramalho 239, Itaquera, São Paulo, 08210-430;-46.45499003420352;-23.537610011891275
Rua Joaquim Floriano 384, Itaim Bibi, São Paulo, 04534-002;-46.67372996298303;-23.584220015250253
Avenida Penha de França 579, Penha, São Paulo, 03606-010;-46.5469400149523;-23.521740009785503
Avenida Mário Lopes Leão 139, Santo Amaro, São Paulo, 04754-010;-46.70697996705164;-23.65053998010724
Avenida Doutor Eduardo Cotching, Vila Formosa, São Paulo, 03356-001;-46.54021583731156;-23.56938242436764
Avenida de Pinedo 505, Socorro, São Paulo, 04764-001;-46.714389988553904;-23.669719995776987
Avenida Jabaquara, Saúde, São Paulo, 04046-000;-46.63786991808465;-23.608734944653108
Avenida Professor Francisco Morato 2805, Vila Sônia, São Paulo, 05513-400;-46.725394585482256;-23.58711080521559
Praça Nippon, Vila Maria, São Paulo, 02124-030;-46.57749634814657;-23.506392480224534
Avenida Doutor Cardoso de Melo 1, Itaim Bibi, São Paulo, 04548-000;-46.67472384964145;-23.603165400581183
Rua Alexandre Dumas, Santo Amaro, São Paulo, 04717-004;-46.70853524441028;-23.629515833338804
Avenida Sapopemba, Sapopemba, São Paulo, 03988-000;-46.51369450361198;-23.599933409806393
Avenida Aricanduva 5555, Cidade Líder, São Paulo, 03527-000;-46.507933390203775;-23.563978626525035
Avenida Marechal Tito 4334, Itaim Paulista, São Paulo, 08115-000;-46.40247003473456;-23.49628999526439
Avenida Sumaré 403, Perdizes, São Paulo, 05016-090;-46.67528175478037;-23.53253074432226
Avenida Senador Teotônio Vilela 1192, Cidade Dutra, São Paulo, 04801-000;-46.69906996502499;-23.711990017309773
Alameda Gabriel Monteiro da Silva, Jardim Paulista, São Paulo, 01441-000;-46.6764944827652;-23.56521013111209
Avenida São Miguel 4145, Ponte Rasa, São Paulo, 03871-000;-46.49321997840573;-23.50802998221853
Rua Barão do Triunfo 491, Campo Belo, São Paulo, 04602-002;-46.68307000151046;-23.623699994582537
Rua Passo da Pátria 751, Vila Leopoldina, São Paulo, 05085-000;-46.72528275053312;-23.528565774015725
Avenida Washington Luís 6825, Campo Belo, São Paulo, 04627-005;-46.66186998908495;-23.6238299979008
Avenida Paulista 2064, Consolação, São Paulo, 01310-200;-46.6595699948536;-23.558399981613462
Avenida Celso Garcia 4879, Tatuapé, São Paulo, 03063-000;-46.565499979334646;-23.533520020327302
Rua Sete de Abril 230, República, São Paulo, 01043-000;-46.64128001157255;-23.54572000612771
Avenida Zelina 744, Vila Prudente, São Paulo, 03143-000;-46.57681001656539;-23.5898899955628
Rua Voluntários da Pátria 1871, Santana, São Paulo, 02011-400;-46.62647002685185;-23.50390998344119
Avenida Tucuruvi 577, Tucuruvi, São Paulo, 02305-001;-46.60630636888324;-23.48046098667631
Rua Líbero Badaró, Sé, São Paulo, 01009-000;-46.63753278141065;-23.548948119937297
Avenida Ibirapuera, Moema, São Paulo, 04029-200;-46.66654280633971;-23.608336123755286
Avenida Marechal Tito 440, São Miguel, São Paulo, 08010-090;-46.44128000663653;-23.493280011924583
Rua José Ramon Urtiza 975, Vila Andrade, São Paulo, 05717-270;-46.728969973851434;-23.633540013634388
Avenida Brigadeiro Faria Lima 2189, Pinheiros, São Paulo, 01452-000;-46.68765478225385;-23.575672281884092
Rua Tamoios 534, Campo Belo, São Paulo, 04630-001;-46.66229998071785;-23.63175001630175
Avenida Rebouças, Jardim Paulista, São Paulo, 05402-100;-46.674919672124354;-23.56228036881873
Avenida Elísio Cordeiro de Siqueira, São Domingos, São Paulo, 05136-000;-46.74793909912188;-23.50244030408905
Rua das Canjeranas 125, Jabaquara, São Paulo, 04349-020;-46.645459982867095;-23.648360014729363
Avenida Engenheiro Armando Arruda Pereira 707, Jabaquara, São Paulo, 04309-010;-46.642796372997026;-23.634084925483872
Avenida Engenheiro Armando Arruda Pereira 707, Jabaquara, São Paulo, 04309-010;-46.642796372997026;-23.634084925483872
05423-150, Pinheiros, São Paulo;-46.690309999999954;-23.570979999999963
Rua Jundiaí 125, Moema, São Paulo, 04001-140;-46.65766001057702;-23.576330004062655
Rua Serra de Japi 953, Tatuapé, São Paulo, 03309-000;-46.56837002680095;-23.547679988456736
Estrada do Campo Limpo 3877, Campo Limpo, São Paulo, 05787-001;-46.769260022216145;-23.629140017381474
Avenida Professor Francisco Morato, Vila Sônia, São Paulo, 05521-000;-46.73130603584315;-23.591558994967816
Avenida Rio Branco 1675, Santa Cecília, São Paulo, 01205-001;-46.6473699671437;-23.529980007340185
Avenida Oliveira Freire 546, Jardim Helena, São Paulo, 08080-570;-46.43027004153947;-23.484890020212575
Avenida da Liberdade 9, Sé, São Paulo, 01502-000;-46.63471002440653;-23.553200016521473
Avenida General Edgard Facó, Pirituba, São Paulo, 02924-201;-46.70705208882848;-23.498600742727582
Rua Emília Marengo 731, Tatuapé, São Paulo, 03336-000;-46.56036279363633;-23.55421607552657
Avenida Zelina 694, Vila Prudente, São Paulo, 03143-000;-46.577260040946896;-23.589820006671275
Avenida Brigadeiro Faria Lima 2587, Pinheiros, São Paulo, 01452-000;-46.685430010168545;-23.57912000435364
Rua Doutor César 850, Santana, São Paulo, 02013-003;-46.63451003219677;-23.503240017920376
Rua Olimpíadas 205, Itaim Bibi, São Paulo, 04551-000;-46.6844400235845;-23.595550001410558
Rua Turiassu 1371, Perdizes, São Paulo, 05005-001;-46.67595996832287;-23.530639998396225
Avenida Paes de Barros 1155, Móoca, São Paulo, 03115-020;-46.59581003086447;-23.564530002681792
Avenida Roland Garros 1551, Vila Medeiros, São Paulo, 02235-001;-46.57346999578806;-23.476759993227546
Rua Quinze de Novembro 233, Sé, São Paulo, 01013-001;-46.63441003609188;-23.54693001767012
Avenida Celso Garcia 351, Brás, São Paulo, 03015-000;-46.60898001240986;-23.539239998692295
Avenida Álvaro Ramos 2002, Água Rasa, São Paulo, 03331-001;-46.57920145699721;-23.55264380051632
Rua Augusta 811, Consolação, São Paulo, 01305-100;-46.65365999874365;-23.5526499960351
Avenida Washington Luís 6771, Campo Belo, São Paulo, 04627-005;-46.66192002904691;-23.624660015862744
Avenida Vital Brasil 333, Butantã, São Paulo, 05503-001;-46.70766996532103;-23.571719999225678
Rua Doutor César Castiglioni Júnior 186, Casa Verde, São Paulo, 02515-000;-46.65927998100375;-23.511689982149605
05117-002, Jaguara, São Paulo;-46.74564414153707;-23.510877661350914
Avenida Jabaquara 1182, Saúde, São Paulo, 04045-010;-46.638610040135035;-23.614720000706015
Rua Doze de Outubro 125, Lapa, São Paulo, 05073-001;-46.70367003730669;-23.519360010288352
Rua da Mooca 2241, Móoca, São Paulo, 03104-002;-46.60337000461453;-23.555079993584698
Avenida Santa Marina 2651, Freguesia do Ó, São Paulo, 02732-040;-46.69492997540857;-23.501989982790306
Avenida José Maria Fernandes 50, Vila Maria, São Paulo, 02185-030;-46.56789606119108;-23.516355738976483
Praça Marechal Deodoro, Santa Cecília, São Paulo, 01150-011;-46.65605087120501;-23.533660341329284
Avenida Ipiranga 210, República, São Paulo, 01046-010;-46.64440000739154;-23.545959980015624
Rua Maria Marcolina 647, Brás, São Paulo, 03011-001;-46.616520037230345;-23.536410016723167
Avenida Penha de França 381, Penha, São Paulo, 03606-010;-46.5477838810295;-23.523180117634094
Rua Sebastião Pereira 245, Santa Cecília, São Paulo, 01225-020;-46.64906001028095;-23.539580010594605
Avenida Duque de Caxias 864, República, São Paulo, 01214-000;-46.64158997435197;-23.53607997928563
Rua da Assunção & Rua do Lucas, Brás, São Paulo, 03005-020;-46.62487989600044;-23.543489958878368
Rua Voluntários da Pátria 1909, Santana, São Paulo, 02011-400;-46.62654001574336;-23.50342001929107
Avenida Adolfo Pinheiro 91, Santo Amaro, São Paulo, 04733-000;-46.70535002216013;-23.651610013866616
Avenida Senador Queirós 675, Sé, São Paulo, 01026-001;-46.62966998602715;-23.539940013335993
Avenida Celso Garcia 3920, Tatuapé, São Paulo, 03063-000;-46.57439996794537;-23.5355999896003
Rua Maria Amália Lopes de Azevedo 709, Tremembé, São Paulo, 02350-012;-46.61870000260822;-23.457780011677087
Avenida Tucuruvi 487, Tucuruvi, São Paulo, 02305-001;-46.60698000649316;-23.480129979308757
Rua Conselheiro Ribas 345, Lapa, São Paulo, 05093-060;-46.72104999736001;-23.514650009346497
Praça Doutor Sampaio Vidal, Vila Formosa, São Paulo, 03356-060;-46.540425372964805;-23.567258875776968
Rua Ibitirama 88, Vila Prudente, São Paulo, 03134-000;-46.58529996247279;-23.582639984592163
Avenida Engenheiro Armando Arruda Pereira 657, Jabaquara, São Paulo, 04308-000;-46.643089999744234;-23.63392000721484
Avenida Rio Branco 1500, Santa Cecília, São Paulo, 01206-001;-46.646070017780204;-23.531240016935044
Avenida Professor Celestino Bourroul 971, Limão, São Paulo, 02710-001;-46.673080030210826;-23.505169993036034
Avenida Júlio Buono 2852, Vila Medeiros, São Paulo, 02201-003;-46.583059982668175;-23.478699984717508
Rua Nélson Fernandes 75, Jabaquara, São Paulo, 04319-000;-46.64010998170829;-23.64592000080549
Avenida Conselheiro Carrão 3062, Carrão, São Paulo, 03402-003;-46.532579970794075;-23.550979985646435
Avenida Alberto Byington 1831, Vila Maria, São Paulo, 02127-001;-46.58856999435861;-23.500539997359994
Rua Maria Cândida 554, Vila Guilherme, São Paulo, 02071-001;-46.60959954123301;-23.50322953817978
Rua Heitor Penteado 1833, Alto de Pinheiros, São Paulo, 05438-300;-46.69495000815715;-23.54339997914778
Avenida Professor Alfonso Bovero 1333, Perdizes, São Paulo, 05019-011;-46.68736002719373;-23.535879987075873
Avenida das Nações Unidas 10999, Itaim Bibi, São Paulo, 04795-100;-46.69192003397825;-23.594059992392573
Avenida Maria Coelho de Aguiar 215, Jardim São Luís, São Paulo, 05805-000;-46.73164002910798;-23.64838000556844
Avenida Nossa Senhora do Sabará 2534, Campo Grande, São Paulo, 04686-002;-46.685839969052864;-23.67672001648542
Avenida Brigadeiro Luís Antônio 502, República, São Paulo, 01317-000;-46.63909996237564;-23.55470000000423
Avenida Brigadeiro Faria Lima 2157, Pinheiros, São Paulo, 01452-000;-46.68760000108165;-23.575629989418957
Avenida Paes de Barros 278, Móoca, São Paulo, 03114-000;-46.600510015432036;-23.55799999719393
Avenida Doutor Abraão Ribeiro, Barra Funda, São Paulo, 01133-020;-46.65659976050188;-23.519348684674938
Avenida de Pinedo 342, Socorro, São Paulo, 04764-001;-46.71369001581971;-23.668309992024817
Rua Teodoro Sampaio 1118, Jardim Paulista, São Paulo, 05405-100;-46.68051000064261;-23.559229999575408
Avenida Doutor Gastão Vidigal 2301, Vila Leopoldina, São Paulo, 05314-001;-46.7320499879923;-23.53641999118794
Avenida Ibirapuera 2220, Moema, São Paulo, 04028-001;-46.662569961819145;-23.603599981220256
Rua Américo Brasiliense 1663, Santo Amaro, São Paulo, 04715-005;-46.702560021869175;-23.631219986654457
Avenida Carlos de Campos 343, Pari, São Paulo, 03028-001;-46.61387001472241;-23.528700006906263
Avenida Itaberaba 5315, Cachoeirinha, São Paulo, 02739-000;-46.66799003568849;-23.474180001520637
Avenida Guilherme Cotching 1409, Vila Maria, São Paulo, 02113-015;-46.588950029848576;-23.517130004948527
Via Anchieta 900, Sacomã, São Paulo, 04246-000;-46.59995430451135;-23.609578530807468
Avenida Alcântara Machado 576, Brás, São Paulo, 03102-000;-46.619390000877615;-23.552790015727652
Rua Tabatinguera 338, Sé, São Paulo, 01020-000;-46.62966001156235;-23.5525699907693
Rua Pamplona 1370, Jardim Paulista, São Paulo, 01405-002;-46.65878000047931;-23.568739981189708
Avenida Paulista 1429, Jardim Paulista, São Paulo, 01311-200;-46.65530000191893;-23.562699981761497
Avenida Amador Bueno da Veiga 1818, Penha, São Paulo, 03636-100;-46.52820000728974;-23.521540017575745
Praça da República 410, República, São Paulo, 01045-020;-46.64158997435197;-23.542589993934428
Rua Alagoas 300, Consolação, São Paulo, 01242-001;-46.65716003005261;-23.546800014351874
Avenida Cupecê, Cidade Ademar, São Paulo, 04366-000;-46.6698478740811;-23.654403814328532
Avenida Brigadeiro Faria Lima 2391, Pinheiros, São Paulo, 01452-000;-46.686410022287816;-23.577690009762392
Praça Portugal 95, Pinheiros, São Paulo, 05414-030;-46.67853002747452;-23.564859998209798
Avenida Professor Francisco Morato 3445, Vila Sônia, São Paulo, 05521-000;-46.730290039782545;-23.59070999715044
Avenida Brigadeiro Faria Lima 2092, Pinheiros, São Paulo, 01451-000;-46.68812001435464;-23.57575999273722
Avenida do Oratório 2016, São Lucas, São Paulo, 03221-000;-46.54976002245664;-23.59161000400391
Avenida Brigadeiro Faria Lima 3064, Itaim Bibi, São Paulo, 01451-000;-46.684069962559306;-23.583290001183414
Avenida Paulista 52, Bela Vista, São Paulo, 01310-000;-46.64475003566815;-23.570650007375818
Avenida Doutor Chucri Zaidan 80, Itaim Bibi, São Paulo, 04583-110;-46.69836001782602;-23.619299998329623
Avenida Mateo Bei 2908, São Mateus, São Paulo, 03949-013;-46.479095717487525;-23.606815651076747
Avenida Waldemar Carlos Pereira 962, Vila Matilde, São Paulo, 03533-000;-46.516289993429695;-23.544010014060888
Avenida Benedito Andrade 140, Pirituba, São Paulo, 02936-000;-46.719189969226335;-23.488110012136445
Avenida Arnolfo Azevedo 39, Consolação, São Paulo, 01236-030;-46.6666100391497;-23.54531000533389
Avenida Senador Teotônio Vilela 1174, Cidade Dutra, São Paulo, 04801-000;-46.699150012200306;-23.71173001067328
Avenida dos Bandeirantes 2118, Saúde, São Paulo, 04553-002;-46.64762013812123;-23.62894285467593
Estrada do Campo Limpo 4519, Campo Limpo, São Paulo, 05787-000;-46.7668600318799;-23.62727998924781
Avenida Sapopemba 3426, São Lucas, São Paulo, 03345-000;-46.55630000240927;-23.57442999425085
Rua Desembargador Rocha Portela 926, Artur Alvim, São Paulo, 03567-000;-46.489969979268494;-23.53899000843009
