CnpjBase,CnpjSequencial,CnpjDv,NomeIf,Segmento,CodigoCompe,NomeAgencia,Endereco,Numero,Complemento,Bairro,Cep,MunicipioIbge,Municipio,UF,DataInicio,DDD,Telefone,Posicao
00000000,0150,32,BANCO DO BRASIL S.A.,Banco Múltiplo,00150,CABO FRIO,"PCA.PORTO ROCHA,44",,,CENTRO,28905-250,3300704,CABO FRIO,RJ,02/07/1941,22,26455252,28/12/2021
00360305,0806,20,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00806,"SANTA CRUZ INHARE, RN","RUA MANOEL CICERO DE LIMA, NUM 35",,,CENTRO,59200-000,2411205,SANTA CRUZ,RN,07/12/1978,84,32912515,28/12/2021
28127603,0087,48,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,00186,LARANJA DA TERRA,AVENIDA CARLOS PALÁCIO,,,CENTRO,29615-000,3203163,LARANJA DA TERRA,ES,01/11/2001,27,37361227,28/12/2021
00360305,3846,89,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03846,"ITAMARANDIBA, MG","RUA TRAVESSA TIRADENTES, NUM 49",,,CENTRO,39670-000,3132503,ITAMARANDIBA,MG,03/09/2012,38,35213700,28/12/2021
04307598,0001,17,FIDÚCIA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LIMITADA.,Sociedade de Crédito ao Microempreendedor,00001,MATRIZ,RUA PAULO ANTÓNIO DO NASCIMENTO,,"EDIFÍCIO PLANETA MASTER OFFICE, SALA 105",JARDIM PORTAL DA COL,18047-400,3552205,SOROCABA,SP,02/12/2020,15,34426400,28/12/2021
90400888,3086,00,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,02266,001 2266 SAO PEDRO DA ALDEIA-RJ,R FRANCISCO COELHO PEREIRA,,LOJA,CENTRO,28941-068,3305208,SAO PEDRO DA ALDEIA,RJ,15/10/2019,11,35530372,28/12/2021
92702067,0230,56,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Banco Múltiplo,00232,IVOTI,AV. PRESIDENTE LUCENA,2912,SALA 1B,CENTRO,93900-000,4310801,IVOTI,RS,19/10/1978,51,35631221,28/12/2021
00000000,7342,33,BANCO DO BRASIL S.A.,Banco Múltiplo,08619,ESTILO PAMPULHA,AV.  PRESIDENTE ANTONIO CARLOS,,MEZANINO,INDAIÁ,31270-122,3106200,BELO HORIZONTE,MG,15/03/2013,31,40033001,28/12/2021
00360305,3713,58,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03713,"NOIVA DO MAR, RS","AVENIDA PRESIDENTE VARGAS, NUM 285",,,PARQUE RESIDENCIAL COELHO,96202-336,4315602,RIO GRANDE,RS,23/03/2012,53,21250150,28/12/2021
58160789,0055,10,BANCO SAFRA S.A.,Banco Múltiplo,00137,FLORIANOPOLIS,RUA ARCIPRESTE PAIVA,S/N,GALERIA COMERCIAL I - PARK LUC 4,CENTRO,88010-530,4205407,FLORIANOPOLIS,SC,19/08/2002,48,21073535,28/12/2021
02801938,0001,36,BANCO MORGAN STANLEY S.A.,Banco Múltiplo,00001,MATRIZ,AV. BRIGADEIRO FARIA LIMA,001384,6º ANDAR E 8º ANDAR,ITAIM BIBI,04538-132,3550308,SAO PAULO,SP,04/12/1998,11,30486000,28/12/2021
90400888,2800,80,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,01668,001-1668 SAO BENEDITO-STA LUZIA-MG,AV BRASILIA,1870,,SAO BENEDITO,33120-563,3157807,SANTA LUZIA,MG,28/09/2012,31,25378500,28/12/2021
60746948,0270,70,BANCO BRADESCO S.A.,Banco Múltiplo,00179,"CAMPO MOURAO, CENTRO, PR",AV CAPITAO INDIO BANDEIRA,1881,,CENTRO,87300-005,4104303,CAMPO MOURAO,PR,03/02/1968,44,35251323,28/12/2021
92702067,0054,06,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Banco Múltiplo,00300,OSORIO,RUA MAJOR JOAO MARQUES,1565,,SULBRASILEIRO,95520-000,4313508,OSORIO,RS,07/03/1929,51,36634800,28/12/2021
00000000,7740,22,BANCO DO BRASIL S.A.,Banco Múltiplo,08009,EMPRESA LAGES,AVENIDA LUIZ DE CAMOES,795,,CORAL,88523-000,4209300,LAGES,SC,30/07/2020,49,40033001,28/12/2021
60701190,1276,00,ITAÚ UNIBANCO S.A.,Banco Múltiplo,01469,MURIAE-MG,PRAÇA JOÃO PINHEIRO,15,"LOJAS L-1, L-3 E L-5",CENTRO,36880-000,3143906,MURIAE,MG,20/02/1986,11,30034828,28/12/2021
90400888,2101,12,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04399,001 4399 FAROL PORTO ALEGRE-RS IV,RUA SETE DE SETEMBRO,730,15º ANDAR,CENTRO,90010-191,4314902,PORTO ALEGRE,RS,30/04/2009,51,32849400,28/12/2021
00360305,0022,39,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00022,"CIRIO, PA","AVENIDA PRESIDENTE VARGAS, NUM 744",,,CAMPINA,66017-000,1501402,BELEM,PA,03/08/1970,91,32133000,28/12/2021
92702067,0456,10,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Banco Múltiplo,00931,SAO FRANCISCO DE PAULA,AV. JULIO DE CASTILHOS,210,,CENTRO,95400-000,4318200,SAO FRANCISCO DE PAULA,RS,13/04/1998,54,32443048,28/12/2021
60746948,2551,02,BANCO BRADESCO S.A.,Banco Múltiplo,02257,CAPELA DO ALTO,RUA CORONEL GUILHERMEFRANCISCO WINCLER,,,CENTRO,18195-000,3510302,CAPELA DO ALTO,SP,20/10/1989,null,null,28/12/2021
00360305,0194,76,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00194,"SAO GONCALO, RJ","RUA DOUTOR NILO PECANHA, NUM 125",,,CENTRO,24445-360,3304904,SAO GONCALO,RJ,23/06/1941,21,39071700,28/12/2021
00360305,0717,10,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00717,"SAO MATEUS, ES","AVENIDA JONES DOS SANTOS NEVES, NUM 338",,,CENTRO,29930-010,3204906,SAO MATEUS,ES,05/12/1978,27,33133200,28/12/2021
00360305,0718,00,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00718,"BAIXO GUANDU, ES","AVENIDA CARLOS MEDEIROS, NUM 541",,,CENTRO,29730-000,3200805,BAIXO GUANDU,ES,28/11/1978,27,37322500,28/12/2021
00360305,0719,82,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00719,"BARRA DE SAO FRANCISCO, ES","AVENIDA PREFEITO MANOEL VILLA, NUM 430",,,CENTRO,29800-000,3200904,BARRA DE SAO FRANCISCO,ES,30/11/1978,27,37565660,28/12/2021
00360305,0046,06,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00046,"AFOGADOS, PE","RUA DA PAZ, NUM 201",,,AFOGADOS,50770-000,2611606,RECIFE,PE,20/11/1936,81,34721400,28/12/2021
00360305,0850,02,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00850,"MARATAIZES, ES","PRACA ANTONIO JACQUES SOARES, NUM S/N",,,BARRA,29345-000,3203320,MARATAIZES,ES,15/09/1980,27,5321382,28/12/2021
00360305,3671,64,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03671,"PERIMETRAL SUL, RS","AVENIDA PERIMET BRUNO SEGALLA, NUM 151",,,SAO LEOPOLDO,95097-272,4305108,CAXIAS DO SUL,RS,28/05/2012,54,35330400,28/12/2021
00360305,0880,10,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00880,"VILA RUBIM, ES","AVENIDA CLETO NUNES, NUM 363",,,PARQUE MOSCOSO,29018-250,3205309,VITORIA,ES,15/12/1980,27,32321450,28/12/2021
00360305,0881,09,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00881,"GUARAPARI, ES","RUA GETULIO VARGAS, NUM 204",,,CENTRO,29200-180,3202405,GUARAPARI,ES,23/12/1980,27,2612765,28/12/2021
00360305,0882,81,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00882,"SERRA, ES","RUA PRINCESA ISABEL, NUM 45",,,CENTRO,29176-110,3205002,SERRA,ES,26/12/1980,27,32518383,28/12/2021
00360305,1034,26,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01034,"GOIABEIRAS, ES","AVENIDA FERNANDO FERRARI, NUM 2033",,,GOIABEIRAS,29075-073,3205309,VITORIA,ES,30/06/1981,27,33572499,28/12/2021
00360305,1113,64,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01113,"CONCEICAO DA BARRA, ES","AVENIDA GOV. JONES DOS SANTOS NEVES, 159",,,CENTRO,29960-000,3201605,CONCEICAO DA BARRA,ES,01/08/1981,27,37627200,28/12/2021
00360305,1115,26,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01115,"IUNA, ES","AVENIDA PRESIDENTE GETULIO VARGAS, 252",,,CENTRO,29390-000,3203007,IUNA,ES,19/06/1981,28,35454700,28/12/2021
00360305,1255,86,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01255,"VIANA, ES","RUA GOVERNADOR RUBIM, NUM 160",,,CENTRO,29130-148,3205101,VIANA,ES,25/06/1981,27,32124450,28/12/2021
00360305,1306,60,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01306,"VENDA NOVA DO IMIGRANTE, ES","AVENIDA EVANDI AMERICO COMARELA, NUM 305",,,CENTRO,29375-000,3205069,VENDA NOVA DO IMIGRANTE,ES,28/06/1981,27,5461688,28/12/2021
00360305,4216,30,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04216,"BAIRRO SANTA MONICA, MG","RUA ERICO VERISSIMO, NUM 1662",,,SANTA MONICA,31520-000,3106200,BELO HORIZONTE,MG,03/10/2013,31,34089800,28/12/2021
00360305,1540,98,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01540,"SAO SILVANO, ES","AVENIDA SILVIO AVIDOS, NUM 1049",,,SAO SILVANO,29703-100,3201506,COLATINA,ES,01/06/1989,27,21021600,28/12/2021
00360305,1564,65,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01564,"JARDIM DA PENHA, ES","AVENIDA DANTE MICHELINE, NUM 729",,,JARDIM DA PENHA,29060-235,3205309,VITORIA,ES,22/06/1987,27,33341564,28/12/2021
00360305,4238,46,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04238,"ALTO DA FIUSA, SP","AVENIDA PROFESSOR JOAO FIUSA, NUM 2060",,,JARDIM CANADA,14024-260,3543402,RIBEIRAO PRETO,SP,26/10/2012,16,36012800,28/12/2021
00360305,1643,01,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01643,"GLORIA, ES","AVENIDA CARLOS LINDENBERG, NUM 1053",,,GLORIA,29122-355,3205200,VILA VELHA,ES,01/06/1989,27,33991643,28/12/2021
00360305,1734,75,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01734,"SAO JOSE DO CALCADO, ES","RUA FRANCISCO NUNES DE MORAES, NUM 37",,,CENTRO,29470-000,3204807,SAO JOSE DO CALCADO,ES,01/06/1989,27,5561251,28/12/2021
00360305,1836,08,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01836,"ICONHA, ES","AVENIDA CEL. ANTONIO DUARTE, NUM 223",,,CENTRO,29280-000,3202603,ICONHA,ES,01/06/1989,28,35373300,28/12/2021
90400888,2430,45,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,03751,CARAJAS,RUA F,238,QD 128 LT 13,UNIAO,68515-000,1505536,PARAUAPEBAS,PA,30/04/2009,91,2813700,28/12/2021
00360305,1908,09,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01908,"MIMOSO DO SUL, ES","RUA ESPIRITO SANTO, NUM 172",,,CENTRO,29400-000,3203403,MIMOSO DO SUL,ES,30/09/1982,27,5551330,28/12/2021
00360305,1962,54,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01962,"ITAGUACU, ES","RUA MANOEL FRANCISCO SOARES, NUM 385",,,CENTRO,29690-000,3202702,ITAGUACU,ES,01/06/1989,27,37254601,28/12/2021
00360305,2862,45,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02862,"BERRINI, SP",AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,921,LOJAS 1 E 2,CIDADE MONCOES,04571-000,3550308,SAO PAULO,SP,19/03/2004,11,21053900,28/12/2021
00360305,1978,11,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01978,"PADRE ANCHIETA, ES","AVENIDA RAUTA, NUM 828",,,JUSTICA I,29230-000,3200409,ANCHIETA,ES,01/06/1989,27,35360100,28/12/2021
00360305,2016,06,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02016,"BERNARDO HORTA, ES","RUA PROFESSOR QUINTILIANO, NUM 27",,,CENTRO,29300-195,3201209,CACHOEIRO DE ITAPEMIRIM,ES,21/05/1990,28,21015400,28/12/2021
00360305,0406,70,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00406,"SAO JOSE DOS PINHAIS, PR","RUA QUINZE DE NOVEMBRO, NUM 2147",,,CENTRO,83005-000,4125506,SAO JOSE DOS PINHAIS,PR,02/08/1948,41,21172600,28/12/2021
00360305,2040,28,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02040,"DOMINGOS MARTINS, ES","AVENIDA PRESIDENTE VARGAS, NUM 472",,,CENTRO,29260-000,3201902,DOMINGOS MARTINS,ES,26/10/1982,27,32685200,28/12/2021
00360305,0200,59,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00200,"ANCHIETA, RJ","AVENIDA NAZARE, NUM 2594",,,ANCHIETA,21645-010,3304557,RIO DE JANEIRO,RJ,18/02/1962,21,24558200,28/12/2021
00360305,0201,30,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00201,"ANDARAI, RJ","RUA BARAO DE MESQUITA, NUM 906",,,TIJUCA,20540-004,3304557,RIO DE JANEIRO,RJ,26/05/1954,21,25752800,28/12/2021
00360305,0231,55,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00231,"14 BIS, RJ","AVENIDA MARECHAL CAMARA, NUM 160 - A",,SL 210,CENTRO,20020-080,3304557,RIO DE JANEIRO,RJ,24/10/1959,21,22176200,28/12/2021
00360305,0405,99,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00405,"SANTO ANTONIO DA PLATINA, PR","RUA MARECHAL DEODORO, NUM 806",,,CENTRO,86430-000,4124103,SANTO ANTONIO DA PLATINA,PR,14/06/1948,43,35348350,28/12/2021
90400888,1606,97,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04793,SP-BELA PAULISTA,"AVENIDA PAULISTA,",1230,LJ 2,BELA VISTA,01310-910,3550308,SAO PAULO,SP,30/04/2009,11,32538033,28/12/2021
03532415,0001,02,BANCO ABN AMRO S.A.,Banco Múltiplo,00001,MATRIZ,RUA LEOPOLDO COUTO DE MAGALHÃES JUNIOR,758,4 ANDAR,ITAIM BIBI,04542-000,3550308,SAO PAULO,SP,01/11/2013,11,30737400,28/12/2021
07237373,0264,39,BANCO DO NORDESTE DO BRASIL S.A.,Banco Múltiplo,00264,ACARAU,RUA EXPEDITO FARIAS,123,SALA 207,CENTRO,62580-000,2300200,ACARAU,CE,30/12/2013,88,36614283,28/12/2021
00360305,0545,49,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00545,"RIO SUL, RJ","AVENIDA LAURO SODRE, NUM 445",,LOJA 103/104,BOTAFOGO,22290-070,3304557,RIO DE JANEIRO,RJ,14/05/1982,21,22024200,28/12/2021
61747085,0006,75,TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA,Sociedade Corretora de TVM,null,FILIAL RJ,AVENIDA DAS AMÉRICAS,1699,"EDIFÍCIO LONDRES, 2º ANDAR, SALAS 201, 202 E 219",BARRA DA TIJUCA,22640-102,3304557,RIO DE JANEIRO,RJ,02/10/2017,11,21114800,28/12/2021
60746948,7199,74,BANCO BRADESCO S.A.,Banco Múltiplo,05492,"BARREIRINHAS, MA",AVENIDA JOAQUIM SOEIRO DE CARVALHO,261,,CENTRO,65590-000,2101707,BARREIRINHAS,MA,23/09/2011,98,33491683,28/12/2021
28127603,0107,26,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,00044,JARDIM CAMBURI,RUA ITALINA PEREIRA MOTTA,270,,JARDIM CAMBURI,29090-370,3205309,VITORIA,ES,03/05/1993,27,33833270,28/12/2021
00360305,0566,73,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00566,"RIO VERDE, GO","RUA COSTA GOMES, NUM 1347",,,SETOR CENTRAL,75901-050,5218805,RIO VERDE,GO,25/01/1974,64,21011300,28/12/2021
60746948,2270,87,BANCO BRADESCO S.A.,Banco Múltiplo,02008,"PARAUAPEBAS, CENTRO, PA",RUA F,238,QUADRA 128 - LOTE 13,UNIAO,68515-000,1505536,PARAUAPEBAS,PA,29/09/1986,94,33461562,28/12/2021
04913711,0126,29,BANCO DO ESTADO DO PARÁ S.A.,Banco Múltiplo,00126,PORTO DE MOZ,RUA RUI BARBOSA,,ENTRE RUAS DUQUE DE CAXIAS E CORONEL A. GALVÃO,CENTRO,68330-000,1505908,PORTO DE MOZ,PA,22/03/2019,93,37931293,28/12/2021
90400888,3111,48,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,02325,001 2325 PAULO AFONSO-BA,AV GETULIO VARGAS,,,CENTRO,48601-260,2924009,PAULO AFONSO,BA,17/02/2020,11,35530372,28/12/2021
90400888,0840,60,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,00154,001 0154 PAULISTA CENTER 3-SP-SP,AV. PAULISTA,1482,16º ANDAR,CERQUEIRA CÉSAR,01310-300,3550308,SAO PAULO,SP,31/08/2006,11,30169955,28/12/2021
00000000,3880,68,BANCO DO BRASIL S.A.,Banco Múltiplo,03559,BOM RETIRO,RUA JULIO CONCEICAO,,,BOM RETIRO,01126-000,3550308,SAO PAULO,SP,21/02/1992,11,38135604,28/12/2021
00360305,0247,12,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00247,"CUMBICA, SP","AVENIDA MONTEIRO LOBATO, NUM 5251",,BASE AEREA,CIDADE JARDIM CUMBICA,07180-000,3518800,GUARULHOS,SP,11/09/1956,11,32150550,28/12/2021
00360305,4275,90,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04275,"ALPINOPOLIS, MG","AVENIDA GOVERNADOR VALADARES, NUM 539",,,CENTRO,37940-000,3101904,ALPINOPOLIS,MG,10/08/2012,35,35237500,28/12/2021
00360305,0012,67,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00012,"ANHANGUERA, GO","AVENIDA ANHANGUERA, NUM 5829",,,SETOR CENTRAL,74043-011,5208707,GOIANIA,GO,11/08/1964,62,36121212,28/12/2021
17184037,0409,28,BANCO MERCANTIL DO BRASIL S.A.,Banco Múltiplo,00409,CAMPO GRANDE,RUA MARECHAL RONDON,1672,SALÃO 02,CENTRO,79002-205,5002704,CAMPO GRANDE,MS,25/05/2020,67,21061800,28/12/2021
60746948,5583,50,BANCO BRADESCO S.A.,Banco Múltiplo,02761,"PAÇO IMPERIAL - URB. RIO DE JANEIRO, RJ",RUA DA ASSEMBLEIA,35,LOJA A,CENTRO,20011-001,3304557,RIO DE JANEIRO,RJ,27/08/1997,21,25319155,28/12/2021
00360305,0013,48,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00013,"24 DE OUTUBRO, GO",AVENIDA VINTE E QUATRO DE OUTUBRO,,,SETOR CAMPINAS,74505-011,5208707,GOIANIA,GO,24/09/1964,62,27644300,28/12/2021
00360305,2041,09,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02041,"CARAPINA, ES","RUA ANTONIO CARON, NUM 139",,,PLANALTO DE CARAPINA,29162-780,3205002,SERRA,ES,10/11/1982,27,32982041,28/12/2021
62232889,0098,12,BANCO DAYCOVAL S.A.,Banco Múltiplo,00098,SÃO CARLOS,RUA BERNARDINO FERNANDES NUNES,,SALAS 51 E 52,CIDADE JARDIM,13566-490,3548906,SAO CARLOS,SP,18/02/2019,16,36025522,28/12/2021
00360305,0810,07,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00810,"BARAO DE JARAGUA, AL","RUA SA E ALBUQUERQUE, NUM 367",,,JARAGUA,57022-180,2704302,MACEIO,AL,26/12/1989,82,32155450,28/12/2021
00360305,3744,54,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03744,"MARQUES DE SAO VICENTE, SP",AVENIDA MARQUES DE SAO VICENTE NUM 637,,,VARZEA DA BARRA FUNDA,01139-001,3550308,SAO PAULO,SP,28/02/2012,11,33932800,28/12/2021
00360305,4279,14,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04279,"ITAPAGIPE, MG","AVENIDA SETE, NUM 487",,,CENTRO,38240-000,3133402,ITAPAGIPE,MG,01/11/2012,34,34246000,28/12/2021
60701190,0522,44,ITAÚ UNIBANCO S.A.,Banco Múltiplo,00350,S.PAULO/JOAQUIM FLORIANO,RUA JOAQUIM FLORIANO,,SALA 132 - PARTE,ITAIM,04534-003,3550308,SAO PAULO,SP,09/10/1974,11,30034828,28/12/2021
00360305,3218,49,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03218,"SANTO EDUARDO DE EMBU, SP",AVENIDA JOAO PAULO II,001588,LOJAS 3 E 4,VILA REGINA,06813-265,3515004,EMBU DAS ARTES,SP,23/03/2006,11,34780150,28/12/2021
60701190,0076,13,ITAÚ UNIBANCO S.A.,Banco Múltiplo,00025,MOGI-GUAÇU-SP,PRAÇA RUI BARBOSA,93\105,,CENTRO,13840-029,3530706,MOGI-GUACU,SP,16/05/1956,11,30034828,28/12/2021
00360305,3764,06,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03764,"RUA PAULA SOUSA, SP",RUA PAULA SOUSA NUM 146 152,,,SÉ,01027-000,3550308,SAO PAULO,SP,28/02/2012,11,30559100,28/12/2021
60746948,1230,36,BANCO BRADESCO S.A.,Banco Múltiplo,00960,SAO FRANCISCO DE ITABAPOANA - RJ,AV. VEREADOR EDENITES DA SILVA VIANA,61,,CENTRO,28230-000,3304755,SAO FRANCISCO DE ITABAPOANA,RJ,20/06/1979,22,22920088,28/12/2021
04913129,0003,03,CONFIDENCE CORRETORA DE CÂMBIO S.A.,Sociedade Corretora de Câmbio,null,CURITIBA/PR,"RUA MARECHAL DEODORO, 630",,LOJA 66CV-SHOPPING ITÁLIA,CENTRO,80010-010,4106902,CURITIBA,PR,24/09/2003,41,30272829,28/12/2021
00360305,0849,60,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00849,"SAO MIGUEL DOS CAMPOS, AL","RUA ALCIDES SA, NUM 44",,,CENTRO,57240-024,2708600,SAO MIGUEL DOS CAMPOS,AL,23/07/1980,82,32110350,28/12/2021
59285411,0001,13,BANCO PAN S.A.,Banco Múltiplo,00001,MATRIZ,AV. PAULISTA,001274,16º ANDAR,BELA VISTA,01310-100,3550308,SAO PAULO,SP,02/05/1991,11,21925344,28/12/2021
04902979,0134,75,BANCO DA AMAZONIA S.A.,Banco Comercial,00154,AVENIDA CEARA   RIO BRANCO,AV CEARA,3941,,ABRAHÃO ALAB,69907-000,1200401,RIO BRANCO,AC,14/03/2005,91,40082685,28/12/2021
00360305,4346,19,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04346,"FRONTEIRA, MG","AVENIDA MINAS GERAIS, NUM 90",,,CENTRO,38230-000,3127008,FRONTEIRA,MG,03/12/2012,34,34285700,28/12/2021
90400888,1822,32,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,03476,001-3476 BH-R.CARIJOS,RUA ESPIRITO SANTO,989,,CENTRO,30160-030,3106200,BELO HORIZONTE,MG,30/04/2009,31,2737633,28/12/2021
36864992,0001,42,MAF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Sociedade Distribuidora de TVM,null,MATRIZ,PRAIA DE BOTAFOGO,0186,"Nº 501, TORRE PÃO DE AÇÚCAR, 6º ANDAR (PARTE)",BOTAFOGO,22250-911,3304557,RIO DE JANEIRO,RJ,22/10/2020,21,45601000,28/12/2021
00360305,3351,22,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03351,"SALVADOR SHOPPING, BA","AVENIDA TANCREDO NEVES, NUM 2915",,LOJA 1052,CAMINHO DAS ARVORES,41820-021,2927408,SALVADOR,BA,25/08/2008,71,32668300,28/12/2021
00360305,0305,26,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00305,"GARCA, SP","RUA BARAO DO RIO BRANCO, NUM 163",,,CENTRO,17400-000,3516705,GARCA,SP,06/05/1958,14,34075040,28/12/2021
00360305,0306,07,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00306,"GUARATINGUETA, SP","RUA MONSENHOR FELIPPO, NUM 162",,,CENTRO,12501-410,3518404,GUARATINGUETA,SP,21/05/1951,12,21313750,28/12/2021
00360305,2015,17,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02015,"AUTRAN NUNES, CE",AVENIDA DUQUE DE CAXIAS,,,CENTRO,60035-110,2304400,FORTALEZA,CE,20/12/2010,85,34010220,28/12/2021
00360305,4756,41,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04756,"FORUM JABOATAO, PE","RODOVIA BR-101 - SUL, KM 80",,,PRAZERES,54335-000,2607901,JABOATAO DOS GUARARAPES,PE,19/11/2012,81,32258820,28/12/2021
00360305,4353,48,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04353,"18 DE FEVEREIRO, SP","PRACA DEZOITO DE FEVEREIRO, NUM 75",,,CENTRO,06653-010,3522505,ITAPEVI,SP,05/11/2012,11,46212100,28/12/2021
00360305,0365,67,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00365,"VICENTE DE CARVALHO, SP","AVENIDA SANTOS DUMONT, NUM 396",,,SITIO PAECARA,11460-000,3518701,GUARUJA,SP,26/03/1960,13,33250350,28/12/2021
60701190,2840,21,ITAÚ UNIBANCO S.A.,Banco Múltiplo,06664,SANTO ANDRÉ/BAIRRO SANTA TEREZINHA,"ALAMEDA VIEIRA DE CARVALHO, 112",,,SANTA TEREZINHA,09210-630,3547809,SANTO ANDRE,SP,31/10/2006,11,30034828,28/12/2021
90400888,2318,96,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,03159,001 3159 CENTRO-ITAJAI-SC,PRACA VIDAL RAMOS,,,CENTRO,88301-010,4208203,ITAJAI,SC,30/04/2009,47,4808220,28/12/2021
00360305,0979,49,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00979,"GUARUJA, SP","RUA LEOMIL, NUM 645",,,CENTRO,11410-161,3518701,GUARUJA,SP,27/12/1980,13,37972950,28/12/2021
00360305,3712,77,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03712,"JARDIM DO SHOPPING, RS","RUA GUERINO SANVITTO, NUM 857",,,MEDIANEIRA,95012-340,4305108,CAXIAS DO SUL,RS,21/05/2012,54,32035350,28/12/2021
60701190,0799,59,ITAÚ UNIBANCO S.A.,Banco Múltiplo,00773,RECIFE/CAXANGA,AV.CAXANGA,2200,,CORDEIRO,50630-000,2611606,RECIFE,PE,01/03/1963,11,30034828,28/12/2021
