CnpjBase,CnpjSequencial,CnpjDv,NomeIf,Segmento,CodigoCompe,NomeAgencia,Endereco,Numero,Complemento,Bairro,Cep,MunicipioIbge,Municipio,UF,DataInicio,DDD,Telefone,Posicao
00360305,1131,46,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01131,"TEIXEIRA DE FREITAS, BA",RUA MASSANORI NAGAO,,,CENTRO,45985-198,2931350,TEIXEIRA DE FREITAS,BA,16/10/1982,73,32639500,28/12/2021
60746948,2253,86,BANCO BRADESCO S.A.,Banco Múltiplo,02009,MAMANGUAPE,"RUA CORONEL BATISTA CARNEIRO,",,,CENTRO,58280-000,2508901,MAMANGUAPE,PB,15/09/1986,null,null,28/12/2021
00360305,3858,12,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03858,"FREI GASPAR, SP",RUA FREI GASPAR NUM 2233,,,PARQUE SAO VICENTE,11340-000,3551009,SAO VICENTE,SP,23/08/2012,13,35693400,28/12/2021
00360305,0181,51,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00181,"DUQUE DE CAXIAS, RJ","RUA JOSE DE ALVARENGA, NUM 271",,A/B/C - ANDAR 2 E 3,CENTRO,25020-140,3301702,DUQUE DE CAXIAS,RJ,15/05/1941,21,27845800,28/12/2021
33479023,0081,64,BANCO CITIBANK S.A.,Banco Múltiplo,00074,MOOCA,PRAÇA SÍLVIO ROMERO,,"68, PARTE",TATUAPÉ,03323-000,3550308,SAO PAULO,SP,24/01/2000,null,40093000,28/12/2021
61088183,0001,33,BANCO MIZUHO DO BRASIL S.A.,Banco Múltiplo,00001,MATRIZ,AV PRES JUSCELINO KUBITSCHEK,0360,TORRE E - 7ANDAR,VILA OLIMPIA,04543-011,3550308,SAO PAULO,SP,25/05/1911,11,55049844,28/12/2021
90400888,3064,97,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,02059,001 2059 TAQUARALTO-PALMAS-TO,"AV TOCANTINS, S/N",,QD 05 - LT 10,SETOR SANTA FE,77064-002,1721000,PALMAS,TO,15/07/2019,11,35530372,28/12/2021
31895683,0012,79,BANCO INDUSTRIAL DO BRASIL S.A.,Banco Múltiplo,00014,AGENCIA BELO HORIZONTE - MG,AVENIDA GETULIO VARGAS,1621,SALA 901,FUNCIONARIOS,30112-020,3106200,BELO HORIZONTE,MG,07/07/2021,11,30499771,28/12/2021
00360305,1307,41,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01307,"SAO LUIS, MA","AVENIDA GETULIO VARGAS, 247",,,JOAO PAULO,65025-001,2111300,SAO LUIS,MA,30/06/1981,98,32235100,28/12/2021
60746948,2859,58,BANCO BRADESCO S.A.,Banco Múltiplo,02677,"NAPOLEAO DE BARROS-HOSP.S.PAULO,URB.SAO PAULO, SP",RUA BORGES LAGOA,,,VILA CLEMENTINO,04038-031,3550308,SAO PAULO,SP,21/10/1996,11,55793466,28/12/2021
00360305,2985,02,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02985,"PANTANEIRA, MT","AVENIDA FILINTO MULLER, NUM 2215",,,CENTRO-NORTE,78110-302,5108402,VARZEA GRANDE,MT,09/05/2005,65,21218977,28/12/2021
60746948,1701,15,BANCO BRADESCO S.A.,Banco Múltiplo,01469,"FORMOSA, GO","RUA VISCONDE DE PORTO SEGURO,",,SALA 1,CENTRO,73801-010,5208004,FORMOSA,GO,25/02/1985,61,6312491,28/12/2021
60746948,9709,01,BANCO BRADESCO S.A.,Banco Múltiplo,05225,"PRIME MANAÍRA - URB. JOÃO PESSOA, PB.",AVENIDA GENERAL EDSON RAMALHO,,LOJA 1,MANAIRA,58038-102,2507507,JOAO PESSOA,PB,08/07/2019,83,32475445,28/12/2021
60746948,2106,05,BANCO BRADESCO S.A.,Banco Múltiplo,01867,"COLOMBO, CENTRO, PR","RUA PADRE FRANCISCO BONATO,",,"CONDOMÍNIO COMERCIAL MOTIN, LOJA 2",CENTRO,83414-170,4105805,COLOMBO,PR,03/03/1986,41,36563166,28/12/2021
90400888,1733,22,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04020,001-4020 JOAO DE BARROS-RECIFE-PE,AV JOAO DE BARROS,0111,,BOA VISTA,50100-020,2611606,RECIFE,PE,30/04/2009,81,32167700,28/12/2021
00360305,1399,60,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,01399,"TRT BRASILIA, DF","SAUS QD 01, BLOCO D, SALA 110",,PRACA DOS TRIBUNAIS SUPERIORES (ANTIGO TST),ASA SUL,70760-525,5300108,BRASILIA,DF,22/05/1998,61,2740661,28/12/2021
00360305,4689,47,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,04689,"GRANDE BOM JARDIM, CE",AV GENERAL OSORIO DE PAIVA,,,VILA PERY,60543-452,2304400,FORTALEZA,CE,15/10/2012,85,34925100,28/12/2021
90400888,0638,10,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,02070,001 2070 AV. IBIRAPUERA-SP CAPITAL,AVENIDA IBIRAPUERA,3103,"ESCRITÓRIO Nº 51, BLOCO I  TORRE IBIRAPUERA I,",INDIANÓPOLIS,04028-001,3550308,SAO PAULO,SP,31/08/2006,11,30545677,28/12/2021
04913711,0124,67,BANCO DO ESTADO DO PARÁ S.A.,Banco Múltiplo,00124,OEIRAS DO PARÁ,RUA MAGALHÃES BARATA,,,CENTRO,68470-000,1505205,OEIRAS DO PARA,PA,12/12/2018,91,36611113,28/12/2021
17167412,0079,83,"FINANCEIRA ALFA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS","Sociedade de Crédito, Financiamento e Investimento",null,REGIONAL GOIÂNIA,AV. REPÚBLICA DO LÍBANO,,"LOTES Nº 39 E 41, QUADRA E-3",SETOR OESTE,74115-030,5208707,GOIANIA,GO,02/08/2004,62,32512511,28/12/2021
90400888,0004,95,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,01520,001 1520 C DUTRA RIO RJ,R CORREA DUTRA,0099,LOJA SBL SSL,CATETE,22210-050,3304557,RIO DE JANEIRO,RJ,14/08/2006,11,55386104,28/12/2021
04913711,0019,37,BANCO DO ESTADO DO PARÁ S.A.,Banco Múltiplo,00019,BREVES,TRAVESSA MÁRIO CURICA,,,CENTRO,68800-000,1501808,BREVES,PA,09/12/1976,91,37831159,28/12/2021
90400888,1972,64,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,03846,001 3846 DF-SETOR HOSPITALAR SUL,"SETOR CRS 0516 BLOCO C, S/N",,LOJAS 56 E 57,ASA SUL,70381-535,5300108,BRASILIA,DF,30/04/2009,61,3457788,28/12/2021
60746948,7000,17,BANCO BRADESCO S.A.,Banco Múltiplo,05780,"MARI, PB",RUA ANTONIO DE LUNA FREIRE,435,,CENTRO,58345-000,2509107,MARI,PB,12/09/2011,83,32871960,28/12/2021
60746948,2377,16,BANCO BRADESCO S.A.,Banco Múltiplo,02159,SAPE,RUA JOÃO SUASSUNA,85,,CENTRO,58340-000,2515302,SAPE,PB,24/08/1987,null,null,28/12/2021
60746948,8376,67,BANCO BRADESCO S.A.,Banco Múltiplo,01233,AGÊNCIA DIGITAL - SP,AVENIDA BRIGADEIRO FARIA LIMA,3320,2º ANDAR,JARDIM PAULISTANO,01451-000,3550308,SAO PAULO,SP,30/09/2015,11,21785084,28/12/2021
60701190,4960,45,ITAÚ UNIBANCO S.A.,Banco Múltiplo,08645,PERSONNALITÉ FL 1800,AVENIDA BRIGADEIRO FARIA LIMA,2613,LOJA,JARDIM PAULISTANO,01451-001,3550308,SAO PAULO,SP,28/05/2018,11,30034828,28/12/2021
60701190,4816,09,ITAÚ UNIBANCO S.A.,Banco Múltiplo,05300,ITAU BBA SP MATRIZ,AVENIDA BRIGADEIRO FARIA LIMA,2018,1 2 3 PARTE E 4 E 5 ANDARES,ITAIM BIBI,04538-132,3550308,SAO PAULO,SP,31/01/2014,11,30034828,28/12/2021
60746948,8554,87,BANCO BRADESCO S.A.,Banco Múltiplo,07828,"NOVA BERRINI - URB. SãO PAULO, SP",AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,921,ESQ COM RUA FURNAS,CIDADE MONÇÕES,04571-010,3550308,SAO PAULO,SP,10/10/2016,null,null,28/12/2021
60746948,3539,70,BANCO BRADESCO S.A.,Banco Múltiplo,01285,RUA CAPITÃO JOÃO VELHO - URB. CARUARU - PE,RUA CAPITÃO JOÃO VELHO,,,NOSSA SENHORA DAS DORES,55002-400,2604106,CARUARU,PE,22/09/2003,81,37221834,28/12/2021
30172491,0001,19,BANCO HYUNDAI CAPITAL BRASIL S.A.,Banco Múltiplo,00001,MATRIZ,AVENIDA DAS NAÇÕES UNIDAS,14401,24º ANDAR,VILA GERTRUDES,04794-000,3550308,SAO PAULO,SP,21/02/2019,11,35535450,28/12/2021
00000000,0013,25,BANCO DO BRASIL S.A.,Banco Múltiplo,00013,MACEIO,"AV FERNANDES LIMA, 2591",,TERREO,FAROL,57057-972,2704302,MACEIO,AL,24/07/1916,82,31942750,28/12/2021
39544456,0001,58,NU DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,Sociedade Distribuidora de TVM,null,MATRIZ,"RUA CAPOTE VALENTE, 120",,PARTE,PINHEIROS,05409-000,3550308,SAO PAULO,SP,23/12/2020,11,41183021,28/12/2021
60701190,4879,92,ITAÚ UNIBANCO S.A.,Banco Múltiplo,05784,UBERLANDIA-JOÃO NAVES,AV JOAO NAVES DE AVILA,1331,SL 0305,SARAIVA,38408-100,3170206,UBERLANDIA,MG,23/12/2014,11,30034828,28/12/2021
00000000,7728,36,BANCO DO BRASIL S.A.,Banco Múltiplo,08282,EMPRESA MEIO OESTE,R.SETE DE SETEMBRO,,,CENTRO,89600-000,4209003,JOACABA,SC,25/10/2019,49,40033001,28/12/2021
00000000,4373,79,BANCO DO BRASIL S.A.,Banco Múltiplo,01583,RETIRO,AV SAVIO COTA DE ALMEIDA GAMA 2020,,,RETIRO,27281-422,3306305,VOLTA REDONDA,RJ,16/03/1999,24,33474731,28/12/2021
40353377,0002,20,FOURTRADE CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,null,SAO PAULO,RUA CONSOLAÇÃO,,CONJUNTO 112 - 11.ANDAR,CONSOLAÇÃO,01302-904,3550308,SAO PAULO,SP,13/12/1993,11,21444700,28/12/2021
60701190,0722,70,ITAÚ UNIBANCO S.A.,Banco Múltiplo,00617,SAO PAULO/TUCURUVI,"AV. MAZZEI,173",,,VILA MAZEI,02310-000,3550308,SAO PAULO,SP,17/05/1976,11,30034828,28/12/2021
62232889,0095,70,BANCO DAYCOVAL S.A.,Banco Múltiplo,00095,PIRACICABA,AVENIDA INDEPENDENCIA,,"SALAS 608, 609, 610, 611",CIDADE ALTA,13419-155,3538709,PIRACICABA,SP,21/12/2018,19,34280615,28/12/2021
90400888,1321,38,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04414,AG. ITU-JD. DO ESTADIO,AVENIDA TIRADENTES,451,PAVIMENTO TERREO EDIFICIO NOVA CENTER,ALTO DA VILA NOVA,13309-320,3523909,ITU,SP,30/04/2009,11,40248500,28/12/2021
60701190,1929,25,ITAÚ UNIBANCO S.A.,Banco Múltiplo,04227,PARAGUACU-MG,"PCA. OSWALDO COSTA, 177",,,CENTRO,37120-000,3147204,PARAGUACU,MG,18/02/2002,11,30034828,28/12/2021
60701190,4385,17,ITAÚ UNIBANCO S.A.,Banco Múltiplo,07199,EXTREMA (MG),"AV. BRASIL, 165",,,CENTRO,37640-000,3125101,EXTREMA,MG,19/04/2011,11,30034828,28/12/2021
90400888,3050,91,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,01991,001 1991 CENTRO-EUNAPOLIS-BA,AV PORTO SEGURO,,,CENTRO,45820-006,2910727,EUNAPOLIS,BA,27/12/2018,73,32812302,28/12/2021
90400888,3103,38,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,02304,001 2304 ITAPARICA-VILA VELHA-ES,R SETE DE JUNHO,,LJ 01,COQUEIRAL D ITAPARIC,29102-310,3205200,VILA VELHA,ES,24/09/2019,27,32032550,28/12/2021
90400888,2244,15,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04701,001 4701 URB RIO ALM  BARROSO,RUA DA ASSEMBLEIA,35,LJ C,CENTRO,20011-001,3304557,RIO DE JANEIRO,RJ,30/04/2009,21,22175950,28/12/2021
90400888,3136,04,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,02364,001 2364 MAMANGUAPE-PB,R MARCOS BARBOSA,,,CENTRO,58280-000,2508901,MAMANGUAPE,PB,19/12/2019,11,35530372,28/12/2021
00000000,6924,84,BANCO DO BRASIL S.A.,Banco Múltiplo,05886,EMPRESA ANAPOLIS,"R.MANOEL D ABADIA,116",,,CENTRO,75020-030,5201108,ANAPOLIS,GO,10/12/2010,62,40033001,28/12/2021
60746948,5512,67,BANCO BRADESCO S.A.,Banco Múltiplo,02328,"PRIME ALAMEDA ARAGUAIA, URB. BARUERI, SP","ALAMEDA ARAGUAIA,",,LOJA 03,ALPHAVILLE INDUSTRIAL,06455-000,3505708,BARUERI,SP,06/07/2009,11,41917250,28/12/2021
92702067,0095,76,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Banco Múltiplo,00214,ESTRELA,RUA TIRADENTES,,,CENTRO,95880-000,4307807,ESTRELA,RS,01/03/1947,51,37363100,28/12/2021
90400888,0736,11,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,00118,JABAQUARA-SP-SP,AV JABAQUARA 1219,,,JABAQUARA,04045-002,3550308,SAO PAULO,SP,31/08/2006,11,55911566,28/12/2021
90400888,2094,59,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,03738,001-3738 LINDOIA-P.ALEGRE RS,AV DO FORTE,1396,1638,VILA IPIRANGA,91360-001,4314902,PORTO ALEGRE,RS,30/04/2009,51,3400077,28/12/2021
90400888,1631,06,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04755,001 4755 AV REBOUCAS-SP II,AVENIDA REBOUCAS,,,PINHEIROS,05401-300,3550308,SAO PAULO,SP,30/04/2009,11,30606800,28/12/2021
90400888,2125,90,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04659,001 4659 TAMBAU-J.PESSOA-PB II,AV SEN RUY CARNEIRO,,,TAMBAU,58032-101,2507507,JOAO PESSOA,PB,30/04/2009,83,32099800,28/12/2021
90400888,2534,31,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,00988,001 0988 MONTEIRO DE MELO CAP SP,PCA PROF JOSE AZEVEDO ANTUNES,,,LAPA,05072-050,3550308,SAO PAULO,SP,29/10/2010,11,36434200,28/12/2021
92702067,0678,51,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Banco Múltiplo,01176,PRAÇA JULIO DE CASTILHOS,RUA JULIETA PINTO CESAR,,,CENTRO,94410-080,4323002,VIAMAO,RS,07/01/2019,51,33941830,28/12/2021
48795256,0001,69,BANCO ANDBANK (BRASIL) S.A.,Banco Múltiplo,00018,MATRIZ,AVENIDA BRIGADEIRO FARIA LIMA,3064,9º ANDAR,JARDIM PAULISTANO,00000-000,3550308,SAO PAULO,SP,05/07/2010,11,30957070,28/12/2021
60746948,9661,22,BANCO BRADESCO S.A.,Banco Múltiplo,05594,"AG. TOP TIER ALPHAVILLE, SP",AVENIDA ALPHAVILLE,000779,SALA 1,EMPRESARIAL 18 DO FORTE,06472-900,3505708,BARUERI,SP,21/05/2019,11,41911699,28/12/2021
90400888,1514,34,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,03774,001 3774 R BRASIL FERNANDOPOLIS SP,R RIO DE JANEIRO,2210,,CENTRO,15600-000,3515509,FERNANDOPOLIS,SP,30/04/2009,17,34653300,28/12/2021
62090873,0001,90,STONEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,Sociedade Distribuidora de TVM,null,MATRIZ,RUA JOAQUIM FLORIANO,,14º ANDAR,ITAIM BIBI,04534-011,3550308,SAO PAULO,SP,25/05/2012,11,35095400,28/12/2021
00360305,0182,32,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00182,"ITAPERUNA, RJ","AVENIDA CARDOSO MOREIRA, NUM 84",,,CENTRO,28300-000,3302205,ITAPERUNA,RJ,19/06/1939,22,32212050,28/12/2021
92702067,0501,00,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Banco Múltiplo,00401,BOQUEIRAO,RUA MAJOR SEZEFREDO,189,SALA 01 - JUNTO A BETIOLO FIAT,IGARA,92020-570,4304606,CANOAS,RS,14/03/2003,51,34252191,28/12/2021
00000000,0932,62,BANCO DO BRASIL S.A.,Banco Múltiplo,01229,EMPRESA SAVASSI,"R.SERGIPE,1062",,LOJA 1,FUNCIONARIOS,30130-171,3106200,BELO HORIZONTE,MG,11/10/1982,31,40033001,28/12/2021
00360305,2998,19,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,02998,"SERGIPE DEL REY, SE",PRACA GETULIO VARGAS NUM 216,,,CENTRO,49100-000,2806701,SAO CRISTOVAO,SE,27/12/2004,79,33049038,28/12/2021
00360305,3358,07,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,03358,"RIO DO A, RJ",ESTRADA RIO DO A,1105,"LOJAS A/B, SALA 201",CAMPO GRANDE,23080-300,3304557,RIO DE JANEIRO,RJ,07/04/2008,21,31984200,28/12/2021
11581339,0001,45,MONEY PLUS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.,Sociedade de Crédito ao Microempreendedor,null,MATRIZ,AV PAULISTA,,CONJUNTO 12,BELA VISTA,01311-200,3550308,SAO PAULO,SP,12/02/2010,11,38109333,28/12/2021
90400888,1807,01,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,04235,BH-BETANIA,AV OLINTO MEIRELES,0065,CTO ADM FC/FCF,MILIONARIOS,30620-330,3106200,BELO HORIZONTE,MG,30/04/2009,31,3742682,28/12/2021
00000000,0757,95,BANCO DO BRASIL S.A.,Banco Múltiplo,00757,SAO MIGUEL ARAGUAIA,"RUA QUATRO, 600",,,CENTRO,76590-000,5220207,SAO MIGUEL DO ARAGUAIA,GO,25/01/1972,62,40033001,28/12/2021
00000000,0780,34,BANCO DO BRASIL S.A.,Banco Múltiplo,00780,RUBIATABA,"AVENIDA PALMARES, 347",,,CENTRO,76350-000,5218904,RUBIATABA,GO,21/01/1974,62,40033001,28/12/2021
00000000,0787,00,BANCO DO BRASIL S.A.,Banco Múltiplo,00787,DIAMANTINO,"R.JOAO BATISTA DE ALMEIDA,187",,,CENTRO,78400-000,5103502,DIAMANTINO,MT,08/03/1974,65,33366300,28/12/2021
00000000,0804,46,BANCO DO BRASIL S.A.,Banco Múltiplo,00804,PARAISO DO TOCANTINS,"RUA TOCANTINS, 367",,,ST CENTRAL,77600-970,1716109,PARAISO DO TOCANTINS,TO,08/04/1974,63,40033001,28/12/2021
00000000,0826,51,BANCO DO BRASIL S.A.,Banco Múltiplo,00826,TAGUATINGA CENTRO,"QSA 02,LOTES 09 A 11,LOJAS 01 A 07",,,T SUL (TAGUATINGA),72015-020,5300108,BRASILIA (TAGUATINGA),DF,25/03/1974,61,31015100,28/12/2021
00000000,0872,97,BANCO DO BRASIL S.A.,Banco Múltiplo,01226,SOBRADINHO-DF,"SCC,QD.CENTRAL,BLOCO 4",,,SOBRADINHO,73010-514,5300108,BRASILIA (SOBRADINHO),DF,11/04/1980,61,34878000,28/12/2021
00000000,0899,07,BANCO DO BRASIL S.A.,Banco Múltiplo,01239,GAMA CENTRO,LOTE 4 LOJA 01 A 101,,SETOR HOTELEIRO CENTRAL,ST CENTRAL (GAMA),72405-604,5300108,BRASILIA (GAMA),DF,17/11/1986,61,40033001,28/12/2021
00000000,0900,85,BANCO DO BRASIL S.A.,Banco Múltiplo,02901,NUCLEO BANDEIRANTE,"AV.CENTRAL,625/635",,,NUC BANDEIRANTE,71710-520,5300108,BRASILIA (NUCLEO BANDEIRANTE),DF,05/09/1986,61,34868600,28/12/2021
00000000,0988,17,BANCO DO BRASIL S.A.,Banco Múltiplo,00988,SILVANIA,"AVENIDA MARIO FERREIRA, 180",,,CENTRO,75180-000,5220603,SILVANIA,GO,19/03/1976,62,33328650,28/12/2021
00000000,0996,27,BANCO DO BRASIL S.A.,Banco Múltiplo,00921,GASPAR,"RUA CORONEL ARISTILIANO RAMOS, 159",,,CENTRO,89110-064,4205902,GASPAR,SC,06/02/1976,47,40033001,28/12/2021
00000000,1005,79,BANCO DO BRASIL S.A.,Banco Múltiplo,01512,SOROCABA NORTE,"AVENIDA IPANEMA,770",,,VL N SOROCABA,18070-671,3552205,SOROCABA,SP,25/10/1991,15,40033001,28/12/2021
00000000,1030,80,BANCO DO BRASIL S.A.,Banco Múltiplo,00958,PALMITAL,"RUA VEREADOR CLOVIS CAMARGO BUENO, 469",,,CENTRO,19970-000,3535309,PALMITAL,SP,27/05/1976,18,33511355,28/12/2021
00360305,0154,89,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00154,"SETE LAGOAS, MG","AVENIDA MUCIO JOSE REIS, NUM 70",,,CENTRO,35700-640,3167202,SETE LAGOAS,MG,07/06/1948,31,21061300,28/12/2021
00000000,1079,05,BANCO DO BRASIL S.A.,Banco Múltiplo,03710,CAMPINORTE,"AVENIDA MARANHÃO, 450",,,CENTRO,76410-000,5204706,CAMPINORTE,GO,07/05/1991,62,33473378,28/12/2021
00000000,1103,70,BANCO DO BRASIL S.A.,Banco Múltiplo,00865,PIRANHAS,"AVENIDA BRASIL CENTRAL, 1261",,,CENTRO,76230-000,5217203,PIRANHAS,GO,15/10/1976,64,36658000,28/12/2021
00000000,1122,32,BANCO DO BRASIL S.A.,Banco Múltiplo,00840,CAPAO BONITO,"RUA GENERAL CARNEIRO,563",,,CENTRO,18300-260,3510203,CAPAO BONITO,SP,15/10/1976,15,40033001,28/12/2021
90400888,1249,76,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,00797,001-0797 TRADE CENTER-SALVADOR-BA,AV TANCREDO NEVES,1189,EDIF SALVADOR TRADE CENTER-TERREO-LOJAS 03 E 29,CAMINHO DAS ÁRVORES,41820-021,2927408,SALVADOR,BA,17/07/2007,71,33431650,28/12/2021
00360305,0183,13,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,00183,"MAGE, RJ","RUA DOUTOR SIQUEIRA, NUM 342",,,CENTRO,25900-094,3302502,MAGE,RJ,03/06/1950,21,35093400,28/12/2021
00000000,1214,95,BANCO DO BRASIL S.A.,Banco Múltiplo,01254,BONSUCESSO,AV NOVA YORK 115,,,BONSUCESSO,21041-040,3304557,RIO DE JANEIRO,RJ,19/09/1986,21,22700154,28/12/2021
00000000,1253,00,BANCO DO BRASIL S.A.,Banco Múltiplo,01092,MARA ROSA,"PRAÇA PREFEITO JOSÉ MAURÍCIO, 364",,,CENTRO,76490-000,5212808,MARA ROSA,GO,18/08/1978,62,33661231,28/12/2021
00000000,1331,59,BANCO DO BRASIL S.A.,Banco Múltiplo,01114,PIRENOPOLIS,"AVENIDA PREFEITO SIZENANDO JAIME, 1",,,CENTRO,72980-000,5217302,PIRENOPOLIS,GO,14/03/1979,62,40033001,28/12/2021
00000000,1421,40,BANCO DO BRASIL S.A.,Banco Múltiplo,02911,CEILANDIA CENTRO,"CNM,QD.1,BLOCO F,LOJAS 1 E 2",,,CEILANDIA CENTRO,72215-506,5300108,BRASILIA (CEILANDIA),DF,07/08/1987,61,31016050,28/12/2021
00000000,1444,36,BANCO DO BRASIL S.A.,Banco Múltiplo,01116,PORTO DOS GAUCHOS,"AV.GUILHERME MEYER,1220",,,CENTRO,78560-000,5106802,PORTO DOS GAUCHOS,MT,05/05/1980,66,40033001,28/12/2021
00000000,1413,30,BANCO DO BRASIL S.A.,Banco Múltiplo,02341,NIQUELANDIA,"AVENIDA GETÚLIO VARGAS, 6",,,CENTRO,76420-000,5214606,NIQUELANDIA,GO,13/07/1987,62,40033001,28/12/2021
00000000,1454,08,BANCO DO BRASIL S.A.,Banco Múltiplo,01152,TANHACU,"PCA.LUIZ EDUARDO MAGALHAES,236",,,CENTRO,46600-000,2931004,TANHACU,BA,07/07/1980,77,34591010,28/12/2021
00000000,1557,13,BANCO DO BRASIL S.A.,Banco Múltiplo,02271,MARAGOGIPE,"PRACA XV DE NOVEMBRO, 01",,,CENTRO,44420-000,2920601,MARAGOGIPE,BA,20/11/1990,75,35261010,28/12/2021
00000000,1560,19,BANCO DO BRASIL S.A.,Banco Múltiplo,02760,UTINGA,"PCA.WILSON PEIXOTO KARAOGLAN,S/N",,,CENTRO,46810-000,2932804,UTINGA,BA,25/08/1989,75,33371112,28/12/2021
00000000,1568,76,BANCO DO BRASIL S.A.,Banco Múltiplo,02847,BASTOS,"RUA PRESIDENTE VARGAS,537",,,CENTRO,17690-000,3505807,BASTOS,SP,17/09/1986,14,34781513,28/12/2021
00000000,1585,77,BANCO DO BRASIL S.A.,Banco Múltiplo,01288,RIO REAL,"R.CEL.OTAVIO SOUZA LEITE,S/N",,,CENTRO,48330-000,2927002,RIO REAL,BA,12/07/1982,75,34261120,28/12/2021
00000000,1616,08,BANCO DO BRASIL S.A.,Banco Múltiplo,01475,ARTUR NOGUEIRA,"R. 10 DE ABRIL,602",,,CENTRO,13160-000,3503802,ARTUR NOGUEIRA,SP,10/09/1986,19,40033001,28/12/2021
00000000,1618,70,BANCO DO BRASIL S.A.,Banco Múltiplo,01691,CACONDE,"R.WASHINGTON LUIZ,356/364",,,CENTRO,13770-000,3508702,CACONDE,SP,25/05/2012,19,36622415,28/12/2021
00000000,1720,57,BANCO DO BRASIL S.A.,Banco Múltiplo,02738,TRINDADE-GO,"AVENIDA MANOEL MONTEIRO, 851",,,CENTRO,75380-000,5221403,TRINDADE,GO,10/11/1986,62,35068200,28/12/2021
00000000,1748,58,BANCO DO BRASIL S.A.,Banco Múltiplo,02048,ESPERANTINA,"R.CEL.JOSE FORTES, 1165",,,CENTRO,64180-000,2203701,ESPERANTINA,PI,19/11/1986,86,33831311,28/12/2021
00000000,1774,40,BANCO DO BRASIL S.A.,Banco Múltiplo,03696,VENDA NOVA IMIGRANTE,"AV. EVANDI AMERICO COMARELA, 441",,TERREO,CENTRO,29375-000,3205069,VENDA NOVA DO IMIGRANTE,ES,13/03/1991,28,35461693,28/12/2021
00000000,1796,55,BANCO DO BRASIL S.A.,Banco Múltiplo,01719,CAMPO FORMOSO,"PRACA DEPUTADO HERCULANO MENEZES, 120",,PREDIO-TERREO,CENTRO,44790-000,2906006,CAMPO FORMOSO,BA,11/12/1990,74,36451183,28/12/2021
00000000,5046,61,BANCO DO BRASIL S.A.,Banco Múltiplo,03132,LARGE CORPORATE 3132,"AV PAULISTA, 1230",,7º ANDAR,B VISTA,01310-901,3550308,SAO PAULO,SP,25/06/2002,11,42986250,28/12/2021
00000000,1869,45,BANCO DO BRASIL S.A.,Banco Múltiplo,02912,GUARA I,QE 11 AREA ESPECIAL L,,TERREO LOJAS 1 A 8,GUARA I,71020-721,5300108,BRASILIA (GUARA),DF,06/11/1987,61,40033001,28/12/2021
00000000,1915,15,BANCO DO BRASIL S.A.,Banco Múltiplo,02455,PIRAPOZINHO,"RUA RUI BARBOSA,856",,,CENTRO,19200-000,3539202,PIRAPOZINHO,SP,17/09/1986,18,40033001,28/12/2021
